date_time,speed,lane,auto
2020-10-1516:20:09,1,0,0
2020-10-1516:20:10,,0,0
2020-10-1516:20:11,,0,0
2020-10-1516:20:12,12,0,0
2020-10-1516:20:13,11,0,0
2020-10-1516:20:14,1,0,0
2020-10-1516:20:15,,0,0
2020-10-1516:20:16,15,0,0
2020-10-1516:20:17,,0,0
2020-10-1516:20:18,,0,0
2020-10-1516:20:19,,0,0
2020-10-1516:20:20,0,0,0
2020-10-1516:20:20,0,0,0
2020-10-1516:20:21,,0,0
2020-10-1516:20:22,,0,0
2020-10-1516:20:23,4,0,0
2020-10-1516:20:24,4,0,0
2020-10-1516:20:25,,0,0
2020-10-1516:20:26,36,0,0
2020-10-1516:20:27,40,0,0
2020-10-1516:20:28,46,0,0
2020-10-1516:20:29,,0,0
2020-10-1516:20:30,,0,0
2020-10-1516:20:31,62,1,1
2020-10-1516:20:32,,1,0
2020-10-1516:20:33,65,0,0
2020-10-1516:20:34,66,1,0
2020-10-1516:20:34,,1,0
2020-10-1516:20:35,,1,0
2020-10-1516:20:36,,1,0
2020-10-1516:20:37,,0,0
2020-10-1516:20:38,48,0,0
2020-10-1516:20:39,43,0,0
2020-10-1516:20:40,,0,0
2020-10-1516:20:41,,0,0
2020-10-1516:20:42,26,0,0
2020-10-1516:20:43,,0,0
2020-10-1516:20:44,15,0,0
2020-10-1516:20:45,15,0,0
2020-10-1516:20:46,,0,0
2020-10-1516:20:47,,0,0
2020-10-1516:20:48,27,0,0
2020-10-1516:20:49,,0,0
2020-10-1516:20:50,27,0,0
2020-10-1516:20:50,,0,0
2020-10-1516:20:51,,0,0
2020-10-1516:20:52,,0,0
2020-10-1516:20:53,,0,0
2020-10-1516:20:54,,0,0
2020-10-1516:20:55,,0,0
2020-10-1516:20:56,8,0,0
2020-10-1516:20:57,8,0,0
2020-10-1516:20:58,8,0,0
2020-10-1516:20:59,8,0,0
2020-10-1516:21:00,8,0,0
2020-10-1516:21:01,8,0,0
2020-10-1516:21:02,8,0,0
2020-10-1516:21:03,8,0,0
2020-10-1516:21:04,8,0,0
2020-10-1516:21:04,8,0,0
2020-10-1516:21:05,8,0,0
2020-10-1516:21:06,8,0,0
2020-10-1516:21:07,8,0,0
2020-10-1516:21:08,8,0,0
2020-10-1516:21:09,8,0,0
2020-10-1516:21:10,8,0,0
2020-10-1516:21:11,8,0,0
2020-10-1516:21:12,8,0,0
2020-10-1516:21:13,8,0,0
2020-10-1516:21:14,8,0,0
2020-10-1516:21:15,8,0,0
2020-10-1516:21:16,8,0,0
2020-10-1516:21:17,8,0,0
2020-10-1516:21:18,8,0,0
2020-10-1516:21:19,8,0,0
2020-10-1516:21:19,8,0,0
2020-10-1516:21:20,8,0,0
