date_time,speed,lane,auto,lane_white_avg,lane_green_avg,auto_white_avg,auto_green_avg
,80,0,1,0.2079,0,0,4.5765
,80,0,1,0.1772,0,0,4.5606
,80,0,1,0,0,0,4.4679
,80,0,1,0,0,0,4.5186
,80,0,1,0,0,0,4.3409
,80,0,1,1.1469,0,0,4.5968
,80,0,1,1.1965,0,0,4.5267
,80,0,1,1.0087,0,0,4.502
,80,0,1,0.6116,0,0,4.6184
,80,0,1,0.6116,0,0,4.5744
,80,0,1,0.6096,0,0,4.5628
,80,0,1,2.3591,0,0,4.5112
,80,0,1,2.2261,0,0,4.3178
,80,0,1,2.2311,0,0,4.3567
,80,0,1,2.869,0,0,4.5697
,80,0,1,2.886,0,0,4.585
,80,0,1,3.0989,0,0,4.3657
,80,0,1,2.1191,0,0,4.455
,80,0,1,2.1661,0,0,4.4117
,80,0,1,2.618,0,0,4.5671
,80,0,1,2.2467,0,0,4.5043
,80,0,1,2.3273,0,0,4.5299
,80,0,1,2.2224,0,0,4.5169
,80,0,1,0.6143,0,0,4.4693
,80,0,1,0.6427,0,0,4.5649
,80,0,1,0.6446,0,0,4.6512
,80,0,1,0.7218,0,0,4.8789
,80,0,1,0.322,0,0,4.7266
,80,0,1,0.0553,0,0,4.848
,80,0,1,0,0,0,5.1046
,80,0,1,0,0,0,5.8011
,80,0,1,4.0441,0,0,6.3237
,,0,1,5.3943,0,0,6.8012
,,0,1,4.984,0,0,6.4829
,87,0,1,4.7635,0,0,5.0509
,,0,1,3.5128,0,0,4.9452
,87,0,1,3.0074,0,0,4.9245
,80,0,1,3.4241,0,0,4.9562
,80,0,1,3.3578,0,0,4.9083
,80,0,1,3.3629,0,0,4.9155
,80,0,1,3.6086,0,0,4.6051
,80,0,1,1.0031,0,0,4.4039
,80,0,1,1.0072,0,0,4.4998
,80,0,1,1.046,0,0,4.4056
,80,0,1,1.0976,0,0,4.643
,80,0,1,1.0893,0,0,4.5946
,80,0,1,1.0362,0,0,4.5868
,80,0,1,2.7476,0,0,4.6184
,80,0,1,2.8643,0,0,4.5679
,80,0,1,2.9276,0,0,4.5681
,80,0,1,0.6347,0,0,4.5731
,80,0,1,0.5089,0,0,4.549
,80,0,1,0.6019,0,0,4.554
,80,0,1,0.2319,0,0,4.5432
,80,0,1,0.2319,0,0,4.5505
,218,0,1,0.1134,0,0,4.6726
,80,0,1,2.3985,0,0,4.7614
,80,0,1,2.4595,0,0,4.8227
,80,0,1,2.2544,0,0,4.583
,80,0,1,3.0632,0,0,4.7746
,80,0,1,1.66,0,0,4.3412
,80,0,1,1.7092,0,0,4.6361
,80,0,1,2.1191,0,0,4.6215
,80,0,1,2.215,0,0,4.6022
,318,0,1,1.8421,0,0,4.0712
,80,0,1,1.3983,0,0,4.5903
,80,0,1,1.7232,0,0,4.5156
,80,0,1,1.7544,0,0,4.5392
,80,0,1,3.1177,0,0,4.5706
,80,0,1,3.311,0,0,4.5385
,80,0,1,3.4792,0,0,4.5736
,80,0,1,0.1396,0,0,4.6289
,80,0,1,0.1396,0,0,4.6526
,80,0,1,0.1412,0,0,4.6623
,80,0,1,2.2607,0,0,4.7931
,80,0,1,2.2648,0,0,4.7931
,80,0,1,2.271,0,0,4.8284
,80,0,1,1.6079,0,0,4.2098
,80,0,1,1.4133,0,0,4.2701
,80,0,1,1.4823,0,0,4.1298
,80,0,1,2.7005,0,0,4.9828
,80,0,1,1.9439,0,0,4.759
,80,0,1,1.9477,0,0,4.878
,80,0,1,3.5457,0,0,5.0001
,80,0,1,3.5026,0,0,4.9917
,80,0,1,3.5318,0,0,5.024
,80,0,1,0.6581,0,0,5.0494
,80,0,1,0.7003,0,0,5.1521
,218,0,1,0.7298,0,0,4.9433
,80,0,1,1.5989,0,0,4.9249
,80,0,1,1.0713,0,0,5.0158
,80,0,1,1.4407,0,0,5.1879
,80,0,1,1.708,0,0,5.1421
,80,0,1,1.2969,0,0,5.1254
,80,0,1,1.3265,0,0,5.1193
,80,0,1,0.0567,0,0,5.106
,80,0,1,0.0578,0,0,5.0388
,80,0,1,0.0578,0,0,5.0892
,80,0,1,1.2523,0,0,4.8713
,80,0,1,1.257,0,0,4.9564
,80,0,1,1.3116,0,0,4.9527
,80,0,1,0.3766,0,0,4.9801
,80,0,1,0.3748,0,0,4.9689
,80,0,1,0.3162,0,0,5.0288
,80,0,1,0.3844,0,0,4.8982
,80,0,1,0.3806,0,0,4.9647
,80,0,1,0.3611,0,0,5.0974
,80,0,1,1.1536,0,0,5.1155
,80,0,1,0.9993,0,0,5.1278
,80,0,1,1.012,0,0,5.1106
,80,0,1,0.9852,0,0,4.8551
,,0,1,0.9753,0,0,4.8142
,,0,1,0.1733,0,0,4.9373
,80,0,1,2.5949,0,0,4.7088
,18,0,1,2.2405,0,0,4.7441
,18,0,1,2.2464,0,0,4.838
,80,0,1,0.3495,0,0,4.9952
,80,0,1,0.0598,0,0,4.9157
,80,0,1,0.0598,0,0,4.995
,80,0,1,0.3129,0,0,5.1691
,80,0,1,0.0794,0,0,5.127
,80,0,1,0.0796,0,0,5.2148
,80,0,1,0.9022,0,0,5.0959
,80,0,1,0.978,0,0,5.1087
,80,0,1,1.0267,0,0,5.196
,80,0,1,2.9018,0,0,5.2023
,80,0,1,2.9424,0,0,5.1791
,80,0,1,2.672,0,0,5.3162
,80,0,1,0.5412,0,0,5.327
,87,0,1,0.466,0,0,5.3929
,,0,1,0.459,0,0,5.3154
,87,0,1,0.6991,0,0,5.2447
,80,0,1,0.6991,0,0,5.2445
,80,0,1,0.6989,0,0,5.2162
,80,0,1,0,0,0,5.2591
,80,0,1,0,0,0,4.9677
,80,0,1,0,0,0,5.3512
,80,0,1,0.3971,0,0,5.1976
,80,0,1,0.425,0,0,5.2051
,80,0,1,0.425,0,0,5.2069
,80,0,1,0,0,0,5.3418
,80,0,1,0,0,0,5.3131
,80,0,1,0,0,0,5.3431
,80,0,1,0,0,0,5.423
,80,0,1,0,0,0,5.2586
,80,0,1,0,0,0,5.5048
,80,0,1,0,0,0,5.5791
,80,0,1,0,0,0,5.6153
,80,0,1,0,0,0,5.5921
,80,0,1,0,0,0,5.5999
,80,0,1,0,0,0,5.6148
,80,0,1,0,0,0,5.6134
,80,0,1,0,0,0,5.2308
,87,0,1,0.0566,0,0,5.2662
,,0,1,0.0562,0,0,5.2225
,87,0,1,0.3409,0,0,5.0287
,80,0,1,0.3403,0,0,5.0287
,80,0,1,0.3317,0,0,4.9252
,80,0,1,0.325,0,0,4.8931
,80,0,1,0.3275,0,0,5.0078
,80,0,1,0.3382,0,0,4.9137
,80,0,1,0.7282,0,0,4.0212
,80,0,1,0.4004,0,0,4.4637
,80,0,1,0.1593,0,0,4.5534
,80,0,1,2.0892,0,0,4.7438
,80,0,1,0.324,0,0,4.7659
,80,0,1,0.1869,0,0,4.757
,80,0,1,1.3504,0,0,4.6453
,80,0,1,1.3192,0,0,4.6175
,80,0,1,1.1721,0,0,4.6616
,80,0,1,1.5542,0,0,4.6137
,80,0,1,2.1506,0,0,4.7338
,80,0,1,1.6414,0,0,4.7699
,80,0,1,3.1968,0,0,4.8683
,80,0,1,3.1365,0,0,4.8673
,80,0,1,3.1365,0,0,4.8673
,80,0,1,2.7278,0,0,4.8561
,80,0,1,2.9474,0,0,4.9154
,80,0,1,2.8585,0,0,4.7278
,80,0,1,0.1364,0,0,4.5816
,80,0,1,0.1749,0,0,4.6682
,80,0,1,0.1736,0,0,4.7988
,80,0,1,1.1527,0,0,5.0119
,80,0,1,1.1581,0,0,5.0238
,80,0,1,1.1577,0,0,5.0214
,80,0,1,0.7371,0,0,5.0365
,80,0,1,0.7432,0,0,5.0642
,80,0,1,0.7232,0,0,4.9809
,80,0,1,0.6915,0,0,4.9932
,80,0,1,0.9046,0,0,4.9588
,80,0,1,0.9856,0,0,4.9993
,80,0,1,0.5076,0,0,5.2535
,80,0,1,0.5395,0,0,5.2278
,80,0,1,0.5395,0,0,5.2504
,80,0,1,1.5283,0,0,5.1877
,80,0,1,1.2682,0,0,5.2788
,80,0,1,1.1437,0,0,5.175
,80,0,1,0.1208,0,0,5.2393
,80,0,1,0.117,0,0,5.1316
,80,0,1,0.1767,0,0,5.1341
,80,0,1,0.3886,0,0,5.2326
,80,0,1,0.3886,0,0,5.2142
,80,0,1,0.3886,0,0,5.219
,80,0,1,0.5678,0,0,5.1131
,80,0,1,0.6139,0,0,5.1522
,80,0,1,0.6363,0,0,5.1657
,80,0,1,0.9181,0,0,5.2532
,80,0,1,0.9689,0,0,5.2517
,80,0,1,0.9687,0,0,5.2522
,80,0,1,2.4912,0,0,5.1249
,80,0,1,2.4637,0,0,5.1246
,80,0,1,2.4637,0,0,5.1816
,80,0,1,1.3747,0,0,5.1123
,80,0,1,1.3855,0,0,5.1254
,80,0,1,1.5021,0,0,5.1432
,80,0,1,0.9514,0,0,5.2014
,80,0,1,0.9806,0,0,5.1843
,80,0,1,0.9206,0,0,5.1799
,80,0,1,1.2299,0,0,4.9959
,80,0,1,1.0754,0,0,4.9899
,80,0,1,1.0095,0,0,4.9955
,80,0,1,1.2683,0,0,4.9771
,80,0,1,1.3181,0,0,4.8625
,80,0,1,1.3166,0,0,4.8918
,80,0,1,0.8016,0,0,4.8762
,80,0,1,0.5283,0,0,4.9245
,80,0,1,0.5928,0,0,4.7704
,80,0,1,0.1477,0,0,4.9446
,80,0,1,0.2021,0,0,4.9253
,80,0,1,0.2908,0,0,4.9226
,80,0,1,1.8822,0,0,4.8323
,80,0,1,1.1456,0,0,4.8487
,80,0,1,1.0954,0,0,4.849
,80,0,1,1.6881,0,0,4.8034
,80,0,1,1.7461,0,0,4.8056
,80,0,1,1.7457,0,0,4.7828
,80,0,1,3.5039,0,0,4.9405
,80,0,1,3.5039,0,0,4.9173
,80,0,1,3.5041,0,0,4.9105
,80,0,1,1.1785,0,0,4.9873
,80,0,1,1.0699,0,0,4.9877
,80,0,1,1.0685,0,0,5.0617
,80,0,1,3.548,0,0,5.0939
,80,0,1,3.5853,0,0,5.0792
,80,0,1,3.5431,0,0,5.0981
,80,0,1,3.1421,0,0,5.0652
,18,0,1,2.1717,0,0,5.0451
,80,0,1,2.5288,0,0,5.1278
,80,0,1,3.0215,0,0,5.3046
,18,0,1,2.5876,0,0,4.53
,80,0,1,2.8733,0,0,5.0704
,80,0,1,1.5324,0,0,5.2785
,80,0,1,1.5133,0,0,5.1917
,80,0,1,1.0108,0,0,5.1368
,80,0,1,0.4888,0,0,5.1619
,80,0,1,1.1496,0,0,5.2083
,80,0,1,0.4453,0,0,5.2911
,80,0,1,0.7879,0,0,5.2365
,80,0,1,0.8191,0,0,5.2539
,80,0,1,0.7959,0,0,5.2539
,80,0,1,1.3744,0,0,5.078
,80,0,1,1.5339,0,0,5.1235
,80,0,1,1.5632,0,0,5.1186
,80,0,1,1.4258,0,0,5.3351
,80,0,1,1.4902,0,0,5.2221
,80,0,1,1.4302,0,0,5.2026
,80,0,1,0,0,0,5.0956
,80,0,1,0,0,0,5.1145
,80,0,1,0,0,0,5.1626
,80,0,1,0.3859,0,0,5.202
,80,0,1,0.4447,0,0,5.2493
,80,0,1,0.3646,0,0,5.05
,18,0,1,0.1495,0,0,5.0314
,80,0,1,0.1745,0,0,5.01
,80,0,1,0.0908,0,0,5.0759
,18,0,1,2.7227,0,0,4.9194
,80,0,1,2.8531,0,0,5.1344
,8,0,1,2.9198,0,0,5.045
,80,0,1,0.3896,0,0,5.1555
,80,0,1,0.2521,0,0,5.138
,80,0,1,0.2481,0,0,5.1033
,80,0,1,1.0772,0,0,5.0942
,18,0,1,1.2652,0,0,5.2413
,80,0,1,1.3911,0,0,5.1833
,80,0,1,1.2496,0,0,5.4168
,18,0,1,1.3495,0,0,5.4327
,80,0,1,1.3428,0,0,5.3184
,80,0,1,0.7644,0,0,5.2916
,80,0,1,1.2391,0,0,5.2877
,80,0,1,1.1879,0,0,5.381
,80,0,1,0.664,0,0,5.4881
,80,0,1,0.7645,0,0,5.4718
,80,0,1,0.7937,0,0,5.4534
,80,0,1,0.5876,0,0,5.5034
,80,0,1,0.4322,0,0,5.2874
,80,0,1,0.5153,0,0,5.4183
,518,0,1,0.312,0,0,5.5839
,80,0,1,0.3394,0,0,5.5876
,80,0,1,0.3926,0,0,5.6104
,318,0,1,1.4502,0,0,5.4061
,80,0,1,1.4879,0,0,5.4392
,80,0,1,1.4868,0,0,5.3992
,80,0,1,2.8491,0,0,5.56
,80,0,1,3.4566,0,0,5.5756
,80,0,1,2.9705,0,0,5.6065
,80,0,1,2.2806,0,0,5.6204
,80,0,1,1.6689,0,0,5.5761
,80,0,1,1.7262,0,0,5.4219
,318,0,1,4.8967,0,0,5.4788
,318,0,1,4.9728,0,0,5.564
,318,0,1,4.9461,0,0,5.539
,80,0,1,1.5777,0,0,5.5069
,80,0,1,1.6203,0,0,5.4813
,80,0,1,1.5843,0,0,5.6395
,518,0,1,2.0926,0,0,5.6744
,80,0,1,2.1559,0,0,5.6094
,18,0,1,2.1281,0,0,5.6083
,518,0,1,4.6167,0,0,5.6918
,80,0,1,5.0637,0,0,5.6559
,80,0,1,5.0716,0,0,5.7772
,518,0,1,1.152,0,0,5.8361
,,0,1,1.2664,0,0,5.8791
,87,0,1,1.0595,0,0,5.9361
,,0,1,1.4722,0,0,5.9641
,,0,1,1.4762,0,0,6.0266
,82,0,1,1.5206,0,0,5.9904
,82,0,1,1.5898,0,0,5.9726
,,0,1,1.506,0,0,5.9286
,,0,1,1.6153,0,0,5.9144
,,0,1,2.0792,0,0,5.9628
,84,0,1,2.0969,0,0,5.6343
,3,0,1,2.0841,0,0,5.6177
,85,0,1,2.1029,0,0,5.7917
,86,0,1,2.0495,0,0,5.7544
,86,0,1,1.8041,0,0,5.6267
,87,0,1,1.9113,0,0,5.6795
,87,0,1,1.8844,0,0,5.6921
,88,0,1,1.8689,0,0,5.6639
,88,0,1,2.1061,0,0,5.7203
,89,0,1,2.3964,0,0,5.823
,89,0,1,2.376,0,0,5.8158
,48,0,1,2.7968,0,0,6.0025
,48,0,1,2.1791,0,0,5.9542
,48,0,1,2.3813,0,0,5.9378
,48,0,1,1.4169,0,0,6.037
,48,0,1,1.4141,0,0,5.9574
,48,0,1,1.3537,0,0,5.9816
,90,0,1,2.4582,0,0,5.8379
,90,0,1,2.4884,0,0,5.8351
,48,0,1,2.4066,0,0,5.6075
,48,0,1,1.5628,0,0,5.6567
,48,0,1,1.5201,0,0,5.7335
,48,0,1,1.5165,0,0,5.785
,48,0,1,0.9711,0,0,5.7122
,48,0,1,1.0573,0,0,5.6966
,90,0,1,0.965,0,0,5.8043
,48,0,1,0.7982,0,0,5.8225
,48,0,1,0.9091,0,0,5.8875
,48,0,1,0.9504,0,0,5.9216
,48,0,1,3.973,0,0,5.9108
,48,0,1,4.2518,0,0,5.948
,40,0,1,4.2487,0,0,5.9142
,48,0,1,0.7892,0,0,5.846
,48,0,1,0.8016,0,0,5.7071
,48,0,1,0.8191,0,0,5.8351
,48,0,1,1.6366,0,0,5.7524
,90,0,1,0.0552,0,0,5.4559
,90,0,1,1.1874,0,0,5.5854
,90,0,1,3.9211,0,0,5.8535
,90,0,1,3.7705,0,0,5.9765
,48,0,1,3.9593,0,0,5.9
,48,0,1,4.075,0,0,5.9731
,48,0,1,4.0958,0,0,5.987
,89,0,1,3.7733,0,0,5.802
,89,0,1,3.5602,0,0,5.8172
,89,0,1,3.1716,0,0,5.9194
,,0,1,3.205,0,0,6.0252
,88,0,1,0.4792,0,0,6.235
,4,0,1,1.9347,0,0,6.1466
,4,0,0,1.9095,0,0,0
,4,0,0,5.5716,0,0,0
,,0,0,5.1417,0,0,0
,,0,0,5.1109,0,0,0
,4,0,0,5.6792,0,0,0
,4,0,0,5.4737,0,0,0
,4,0,0,4.6016,0,0,0
,4,0,0,4.1534,0,0,0
,4,0,0,4.1337,0,0,0
,4,0,0,3.9217,0,0,0
,4,0,0,4.6356,0,0,0
,86,0,0,4.7911,0,0,0
,86,0,0,4.6441,0,0,0
,85,0,0,3.7157,0,0,0
,84,0,0,3.695,0,0,0
,82,0,0,3.9945,0,0,0
,82,0,0,1.4806,0,0,0
,,0,0,1.7205,0,0,0
,,0,0,1.2478,0,0,0
,,0,0,3.2371,0,0,0
,87,0,1,3.2468,0,0,5.4087
,82,0,1,3.5354,0,0,5.4336
,82,0,1,4.8354,0,0,5.5516
,83,0,1,4.8652,0,0,5.604
,83,0,1,4.4466,0,0,5.594
,84,0,1,2.4797,0,0,5.6054
,85,0,1,2.3964,0,0,5.607
,85,0,1,2.3922,0,0,5.5673
,86,0,1,1.6798,0,0,5.5196
,86,0,1,1.6697,0,0,5.5668
,,0,1,1.6688,0,0,5.6606
,4,0,1,5.1167,0,0,5.5061
,4,0,1,5.0151,0,0,5.5838
,88,0,1,5.0868,0,0,5.6387
,88,0,1,5.3745,0,0,5.6513
,,0,1,5.3433,0,0,5.6672
,88,0,1,5.3864,0,0,5.7011
,88,0,1,2.9834,0,0,5.8087
,89,0,1,2.9802,0,0,5.7554
,89,0,1,2.9892,0,0,5.7255
,89,0,1,2.2469,0,0,5.7478
,89,0,1,2.2453,0,0,5.7656
,89,0,1,2.2198,0,0,5.763
,89,0,1,5.4661,0,0,5.863
,48,0,1,5.4448,0,0,5.7279
,90,0,1,5.2182,0,0,5.5148
,48,0,1,5.3083,0,0,5.7519
,90,0,1,5.3671,0,0,5.755
,48,0,1,5.3482,0,0,5.7393
,48,0,1,4.7346,0,0,5.6095
,48,0,1,4.596,0,0,5.5878
,48,0,1,4.6085,0,0,5.5289
,48,0,1,3.8011,0,0,5.7271
,48,0,1,3.7988,0,0,5.7607
,48,0,1,3.5709,0,0,5.7419
,90,0,1,1.5715,0,0,5.3057
,90,0,1,1.7901,0,0,5.5161
,90,0,1,1.7673,0,0,5.5369
,48,0,1,5.0048,0,0,5.5443
,90,0,1,4.5725,0,0,5.5613
,48,0,1,4.6405,0,0,5.4972
,48,0,1,1.3122,0,0,5.5065
,70,0,1,1.3931,0,0,5.7456
,48,0,1,1.3956,0,0,5.7607
,48,0,1,0.1289,0,0,5.807
,48,0,1,0,0,0,5.6777
,48,0,1,0,0,0,5.6967
,48,0,1,1.166,0,0,5.9727
,48,0,1,1.175,0,0,6.0005
,48,0,1,1.2773,0,0,6.0239
,,0,1,0.7935,0,0,6.0919
,,0,1,0.6737,0,0,6.0003
,,0,1,0.7195,0,0,6.0544
,,0,1,0,0,0,5.945
,,0,1,0,0,0,5.906
,,0,1,0,0,0,5.9478
,,0,1,3.3625,0,0,5.7177
,,0,1,3.3432,0,0,5.7089
,,0,1,3.7849,0,0,5.7801
,40,0,1,1.7757,0,0,5.8204
,48,0,1,1.4443,0,0,5.804
,48,0,1,1.377,0,0,5.8021
,48,0,1,2.3612,0,0,5.9755
,70,0,1,2.1895,0,0,6.0196
,48,0,1,2.3562,0,0,5.9636
,48,0,1,3.3859,0,0,5.8761
,48,0,1,2.5412,0,0,5.6989
,,0,1,3.2632,0,0,5.8346
,,0,1,2.3966,0,0,6.0472
,,0,1,1.8209,0,0,5.9654
,,0,1,1.9438,0,0,5.9567
,,0,1,5.6576,0,0,6.0189
,,0,1,5.1809,0,0,5.7855
,,0,1,5.4487,0,0,5.937
,,0,1,5.6014,0,0,6.0414
,90,0,1,5.4176,0,0,6.0404
,48,0,1,5.4398,0,0,5.9218
,48,0,1,5.7687,0,0,5.839
,48,0,1,5.8926,0,0,5.9655
,48,0,1,6.0153,0,0,6.0004
,48,0,1,4.8986,0,0,5.7543
,70,0,1,4.7282,0,0,5.8088
,48,0,1,4.6314,0,0,5.8238
,48,0,1,1.4218,0,0,5.9606
,48,0,1,1.2197,0,0,5.9455
,48,0,1,1.2853,0,0,5.6343
,,0,1,1.2176,0,0,5.5918
,,0,1,1.0381,0,0,5.5706
,,0,1,1.1137,0,0,5.6364
,,0,1,0.307,0,0,5.6679
,,0,1,0.2243,0,0,5.7371
,,0,1,0.2214,0,0,5.8262
,,0,1,2.0056,0,0,5.8048
,,0,1,2.0535,0,0,5.8672
,,0,1,1.9504,0,0,5.8396
,48,0,1,1.8681,0,0,5.3855
,70,0,1,1.747,0,0,5.4778
,90,0,1,1.7955,0,0,5.5599
,48,0,1,1.0044,0,0,5.8356
,70,0,1,1.1844,0,0,5.5822
,70,0,1,1.1007,0,0,5.6156
,48,0,1,2.2068,0,0,5.7823
,48,0,1,1.8141,0,0,5.4517
,90,0,1,1.8777,0,0,5.4966
,48,0,1,1.8749,0,0,5.6106
,77,0,1,1.7229,0,0,5.7679
,,0,1,2.2093,0,0,5.6802
,,0,1,0.8186,0,0,5.8502
,717,0,1,0.7384,0,0,5.8189
,,0,1,0.7497,0,0,5.8341
,,0,1,0.2561,0,0,5.7858
,,0,1,0.2511,0,0,5.7606
,,0,1,0.1989,0,0,5.7388
,48,0,1,2.1189,0,0,5.7361
,90,0,1,2.0838,0,0,5.7314
,70,0,1,2.1798,0,0,5.7329
,90,0,1,4.0732,0,0,5.6526
,48,0,1,3.7866,0,0,5.6531
,90,0,1,3.7696,0,0,5.6531
,48,0,1,1.1378,0,0,5.6376
,77,0,1,0.9971,0,0,5.6303
,,0,1,1.4386,0,0,5.4173
,48,0,1,1.5608,0,0,5.5822
,48,0,1,1.3761,0,0,5.4974
,48,0,1,1.4829,0,0,5.4645
,48,0,1,0.5614,0,0,5.4836
,46,0,1,0.7285,0,0,5.408
,48,0,1,0.6313,0,0,5.3511
,70,0,1,5.0466,0,0,5.4596
,90,0,1,5.1952,0,0,5.5396
,48,0,1,5.0785,0,0,5.5412
,,0,1,2.6211,0,0,5.6352
,,0,1,2.5229,0,0,5.7199
,,0,1,2.3043,0,0,5.6516
,,0,1,2.4878,0,0,5.77
,,0,1,2.5092,0,0,5.7946
,,0,1,2.9669,0,0,5.762
,,0,1,4.224,0,0,5.5897
,,0,1,4.2922,0,0,5.6849
,,0,1,4.3061,0,0,5.7813
,,0,1,5.1201,0,0,5.6028
,,0,1,4.9207,0,0,5.6707
,,0,1,5.044,0,0,5.5666
,,0,1,1.3284,0,0,5.6624
,,0,1,1.4415,0,0,5.7289
,,0,1,1.4225,0,0,5.7766
,,0,1,3.8128,0,0,5.7713
,,0,1,4.3183,0,0,5.6077
,,0,1,3.8996,0,0,5.6997
,,0,1,3.4752,0,0,5.6623
,77,0,1,3.4747,0,0,5.3277
,77,0,1,3.4846,0,0,5.4365
,,0,1,3.2684,0,0,5.2927
,,0,1,4.0136,0,0,5.1604
,,0,1,3.5275,0,0,5.4903
,,0,1,5.1003,0,0,5.6046
,,0,1,5.0784,0,0,5.6298
,70,0,1,5.0632,0,0,5.6364
,90,0,1,4.9646,0,0,5.5601
,90,0,1,5.2227,0,0,5.6537
,48,0,1,5.1687,0,0,5.6857
,48,0,1,1.7796,0,0,5.739
,48,0,1,1.5996,0,0,5.5488
,48,0,1,1.6513,0,0,5.7085
,90,0,1,4.8835,0,0,5.6679
,90,0,1,5.0356,0,0,5.7112
,90,0,1,3.6522,0,0,5.7146
,48,0,1,1.6136,0,0,5.625
,90,0,1,1.9079,0,0,5.4928
,90,0,1,2.0002,0,0,5.5739
,48,0,1,4.6181,0,0,5.6117
,48,0,1,4.8618,0,0,5.6332
,48,0,1,4.514,0,0,5.4771
,48,0,1,4.0002,0,0,5.3149
,,0,1,4.0339,0,0,5.5061
,,0,1,3.8925,0,0,5.484
,,0,1,3.1921,0,0,5.3854
,,0,1,3.3732,0,0,5.4265
,,0,1,3.4392,0,0,5.2683
,,0,1,3.3553,0,0,5.3881
,,0,1,3.3263,0,0,5.3684
,48,0,1,3.3027,0,0,5.4428
,48,0,1,3.078,0,0,5.5355
,48,0,1,3.0115,0,0,5.3815
,90,0,1,2.4939,0,0,5.2849
,48,0,1,1.4376,0,0,5.3488
,48,0,1,1.447,0,0,5.3567
,48,0,1,1.4504,0,0,5.3484
,48,0,1,3.1245,0,0,5.3298
,90,0,1,3.2378,0,0,5.1917
,48,0,1,3.8905,0,0,5.1963
,90,0,1,1.7928,0,0,5.3008
,90,0,0,1.7705,0,0,0
,48,0,0,1.672,0,0,0
,90,0,0,1.2152,0,0,0
,48,0,0,1.2875,0,0,0
,90,0,0,1.4032,0,0,0
,90,0,0,2.8866,0,0,0
,48,0,0,3.3052,0,0,0
,70,0,0,3.0466,0,0,0
,90,0,0,3.3755,0,0,0
,48,0,0,2.915,0,0,0
,48,0,0,3.1773,0,0,0
,48,0,0,4.3543,0,0,0
,48,0,0,3.9656,0,0,0
,90,0,0,3.0794,0,0,0
,48,0,0,1.4781,0,0,0
,48,0,0,1.2858,0,0,0
,48,0,0,1.1887,0,0,0
,48,0,0,0.9755,0,0,0
,48,0,0,0.9812,0,0,0
,48,0,0,0.9241,0,0,0
,48,0,0,1.5752,0,0,0
,48,0,0,1.649,0,0,0
,48,0,0,1.7016,0,0,0
,48,0,0,0.274,0,0,0
,90,0,0,0.2349,0,0,0
,90,0,0,0.1479,0,0,0
,90,0,0,1.1611,0,0,0
,48,0,0,1.2585,0,0,0
,48,0,0,1.2314,0,0,0
,48,0,0,0.2914,0,0,0
,70,0,0,0.2931,0,0,0
,70,0,0,0.2454,0,0,0
,,0,0,2.6453,0,0,0
,,0,0,2.4731,0,0,0
,,0,0,2.7977,0,0,0
,,0,0,1.6248,0,0,0
,,0,0,2.171,0,0,0
,,0,0,2.2866,0,0,0
,77,0,0,4.2185,0,0,0
,,0,0,3.9892,0,0,0
,77,0,0,3.9138,0,0,0
,,0,0,3.3508,0,0,0
,48,0,0,3.5418,0,0,0
,90,0,0,3.227,0,0,0
,48,0,0,3.1856,0,0,0
,48,0,1,3.3812,0,0.0964,4.4763
,48,0,1,3.3186,0,0.1036,4.5488
,48,0,1,2.9563,0,0,4.7071
,48,0,1,2.8451,0,0,4.6397
,70,0,1,0.9301,0,0,4.7661
,89,0,1,1.8828,0,0,4.6365
,,1,1,0,5.8535,0,4.3218
,89,1,1,0,6.1105,0,4.355
,89,1,1,0,5.947,0,4.5981
,89,1,1,0,6.0313,0,4.6017
,88,1,1,0,6.0472,0,4.645
,88,1,1,0,5.9574,0,4.6774
,,1,1,0,6.2194,0,4.5967
,4,1,1,0,6.3302,0,4.913
,4,1,1,0,6.6593,0,5.1073
,,1,1,0,6.7031,0,5.3757
,,1,1,0,6.8412,0,5.3936
,85,1,1,0,6.8285,0,5.5035
,85,1,1,0,6.7718,0,5.451
,84,1,1,0,6.9141,0,5.4929
,84,1,1,0,6.9815,0,5.4517
,83,1,1,0,6.6668,0,5.4155
,83,1,1,0,6.6824,0,5.3182
,82,1,1,0,6.7609,0,5.2979
,82,1,1,0,6.8038,0,5.3277
,,1,1,0,6.5767,0,5.507
,87,1,1,0,6.5394,0,5.5876
,18,1,1,0,6.7017,0,5.5802
,80,1,1,0,6.7568,0,5.6332
,,1,1,0,6.9728,0,5.3614
,,1,1,0,7.0378,0,5.6156
,78,1,0,0,7.0728,0,0
,,1,0,0,7.0627,0,0
,,1,0,0,6.9998,0,0
,75,1,0,0,7.0527,0,0
,,1,0,0,6.8874,0,0
,,1,0,0,7.1522,0,0
,,1,0,0,7.2429,0,0
,73,1,0,0,7.3641,0,0
,72,1,0,0,7.4148,0,0
,,1,0,0,7.4129,0,0
,4,1,0,0,7.6571,0,0
,,1,0,0,7.456,0,0
,67,1,0,0,7.6991,0,0
,65,1,0,0.0329,7.512,0,0
,64,1,1,0.0345,7.3531,0,5.3274
,62,1,1,0,7.4052,0,5.9712
,,1,1,0,7.3652,0,5.8439
,60,1,0,0,7.5144,0,0
,60,1,0,0,7.4527,0,0
,60,1,0,0,7.1736,0,0
,18,1,0,0,7.06,0,0
,60,0,0,0,0,0,0
,67,0,0,0,0,0,0
,4,1,0,0,6.8376,0,0
