date_time,speed,lane,auto,lane_white_avg,lane_green_avg,auto_white_avg,auto_green_avg
2020-10-0610:55:12,76,1,0,0,7.6876,0,0
2020-10-0610:55:12,,1,0,0,7.9018,0,0
2020-10-0610:55:13,,1,0,0,8.3296,0,0
2020-10-0610:55:13,4,1,0,0,8.3412,0,0
2020-10-0610:55:13,,1,0,0,8.4406,0,0
2020-10-0610:55:14,,1,0,0,8.4207,0,0
2020-10-0610:55:14,,1,0,0,8.4009,0,0
2020-10-0610:55:14,,1,0,0,8.333,0,0
2020-10-0610:55:15,,1,0,0,8.1597,0,0
2020-10-0610:55:15,,1,0,0,8.1732,0,0
2020-10-0610:55:15,,1,0,0,8.325,0,0
2020-10-0610:55:16,,1,0,0,8.2454,0,0
2020-10-0610:55:16,,1,0,0,8.2706,0,0
2020-10-0610:55:16,,1,0,0,8.0858,0,0
2020-10-0610:55:17,,1,0,0,8.2555,0,0
2020-10-0610:55:17,,1,0,0,8.192,0,0
2020-10-0610:55:17,,1,0,0,8.4226,0,0
2020-10-0610:55:18,,1,0,0,8.411,0,0
2020-10-0610:55:18,,1,0,0,8.731,0,0
2020-10-0610:55:18,,1,0,0,8.6149,0,0
2020-10-0610:55:19,,1,0,0,8.7179,0,0
2020-10-0610:55:19,70,1,0,0,8.7181,0,0
2020-10-0610:55:19,4,1,0,0,8.6186,0,0
2020-10-0610:55:20,70,1,0,0,8.8106,0,0
2020-10-0610:55:20,69,1,0,0,8.7379,0,0
2020-10-0610:55:20,69,1,0,0,8.6836,0,0
2020-10-0610:55:21,69,1,0,0.5645,6.6304,0,0
2020-10-0610:55:21,68,0,0,8.7721,0,0,0
2020-10-0610:55:21,68,0,0,3.3745,0,0,0
2020-10-0610:55:22,,0,0,2.9791,0,0,0
2020-10-0610:55:22,69,0,0,3.126,0,0,0
2020-10-0610:55:22,69,0,0,0,0,0,0
2020-10-0610:55:23,4,0,0,0,0,0,0
2020-10-0610:55:23,,0,0,0,0,0,0
2020-10-0610:55:23,,0,0,1.1802,0,0,0
2020-10-0610:55:24,,0,0,1.2528,0,0,0
2020-10-0610:55:24,,0,0,1.3078,0,0,0
2020-10-0610:55:24,,0,0,3.7345,0,0,0
2020-10-0610:55:25,75,0,0,3.4825,0,0,0
2020-10-0610:55:25,,0,0,3.777,0,0,0
2020-10-0610:55:25,77,0,0,0.9062,0,0,0
2020-10-0610:55:26,,0,0,0.9644,0,0,0
2020-10-0610:55:26,78,0,0,1.2921,0,0,0
2020-10-0610:55:26,80,0,0,4.5342,0,0,0
2020-10-0610:55:27,80,0,0,4.2791,0,0,0
2020-10-0610:55:27,,0,0,4.1073,0,0,0
2020-10-0610:55:27,82,0,0,4.2171,0,0,0
2020-10-0610:55:28,83,0,0,3.798,0,0,0
2020-10-0610:55:28,83,0,0,3.0294,0,0,0
2020-10-0610:55:28,,0,1,0.3315,0,0,6.0411
2020-10-0610:55:29,85,0,1,0.3655,0,0,6.2055
2020-10-0610:55:29,,0,1,0.3404,0,0,6.3075
2020-10-0610:55:29,86,0,1,0.5021,0,0,6.3594
2020-10-0610:55:30,4,0,1,0.5132,0,0,6.3646
2020-10-0610:55:30,4,0,1,0.4177,0,0,6.3242
2020-10-0610:55:30,88,0,1,0.253,0,0,6.2226
2020-10-0610:55:31,88,0,1,0.2533,0,0,6.2605
2020-10-0610:55:31,88,0,1,0.2594,0,0,6.3041
2020-10-0610:55:31,88,0,1,0.7061,0,0,6.3958
2020-10-0610:55:32,89,0,1,0.6659,0,0,6.4097
2020-10-0610:55:32,89,0,1,0.6635,0,0,6.3043
2020-10-0610:55:32,89,0,1,0.4642,0,0,6.3633
2020-10-0610:55:33,89,0,1,0.5315,0,0,6.4296
2020-10-0610:55:33,,0,1,0.6561,0,0,6.5332
2020-10-0610:55:33,89,0,1,2.2242,0,0,6.6429
2020-10-0610:55:34,89,0,1,2.5581,0,0,6.7302
2020-10-0610:55:34,89,0,1,2.2899,0,0,6.8703
2020-10-0610:55:34,89,0,1,0.8237,0,0,7.2247
2020-10-0610:55:35,,0,1,0.0274,0,0,6.9798
2020-10-0610:55:35,89,0,1,0.3122,0,0,7.2563
2020-10-0610:55:35,48,0,1,0.4069,0,0,7.0054
2020-10-0610:55:36,48,0,1,0.2784,0,0,7.1091
2020-10-0610:55:36,48,0,1,0.0265,0,0,7.0834
2020-10-0610:55:36,48,0,1,0.3769,0,0,7.1008
2020-10-0610:55:37,48,0,1,0.3769,0,0,7.0796
2020-10-0610:55:37,48,0,1,0.3799,0,0,7.1254
2020-10-0610:55:37,48,0,1,0.4826,0,0,7.1278
2020-10-0610:55:38,48,0,1,0.4826,0,0,7.1306
2020-10-0610:55:38,8,0,1,0.4826,0,0,7.1306
2020-10-0610:55:38,8,0,1,0.7263,0,0,6.9001
2020-10-0610:55:39,8,0,1,0.9293,0,0,6.8645
2020-10-0610:55:39,48,0,1,0.6971,0,0,6.8744
2020-10-0610:55:39,48,0,1,0.4439,0,0,6.6622
2020-10-0610:55:40,90,0,1,0.4954,0,0,6.8524
2020-10-0610:55:40,48,0,1,0.3296,0,0,7.0221
2020-10-0610:55:40,48,0,1,0.9776,0,0,7.2593
2020-10-0610:55:41,48,0,1,0.7664,0,0,7.0524
2020-10-0610:55:41,48,0,1,0.7283,0,0,7.1123
2020-10-0610:55:41,90,0,1,1.277,0,0,7.1874
2020-10-0610:55:42,89,0,1,1.1164,0,0,7.1983
2020-10-0610:55:42,,0,1,0.9586,0,0,6.9976
2020-10-0610:55:42,,0,1,3.1834,0,0,6.5866
2020-10-0610:55:43,88,0,1,2.5098,0,0,6.1345
2020-10-0610:55:43,4,0,1,2.4624,0,0,6.1303
2020-10-0610:55:43,86,0,1,1.2204,0,0,6.248
2020-10-0610:55:44,84,0,0,0.6862,0,0,0
2020-10-0610:55:44,84,0,0,0.5045,0,0,0
2020-10-0610:55:44,82,0,1,2.0906,0,0,5.7022
2020-10-0610:55:45,,0,1,2.0679,0,0,5.8191
2020-10-0610:55:45,,0,1,1.4369,0,0,5.7253
2020-10-0610:55:45,79,0,0,2.4882,0,0,0
2020-10-0610:55:46,77,0,0,2.8208,0,0,0
2020-10-0610:55:46,76,0,0,1.4313,0,0,0
2020-10-0610:55:46,,0,0,4.5472,0,0,0
2020-10-0610:55:47,,1,0,0.3095,6.5055,0,0
2020-10-0610:55:47,,1,0,0,6.8365,0,0
2020-10-0610:55:47,72,0,0,0,0,0,0
2020-10-0610:55:46,48,0,0,0,0,0,0
2020-10-0610:55:46,69,1,0,0,6.2105,0,0
2020-10-0610:55:46,4,1,0,0.0282,6.2278,0,0
2020-10-0610:55:49,66,1,0,0,6.075,0,0
2020-10-0610:55:49,,1,0,0,6.081,0,0
2020-10-0610:55:49,62,1,0,0,6.0085,0,0
2020-10-0610:55:50,4,1,0,0,6.4203,0,0
2020-10-0610:55:50,,1,0,0,7.1552,0,0
2020-10-0610:55:50,,1,0,0,8.6657,0,0
2020-10-0610:55:51,,0,0,0.5238,0,0,0
2020-10-0610:55:51,,0,0,0.5986,0,0,0
2020-10-0610:55:51,,0,0,0.6698,0,0,0
2020-10-0610:55:52,7,0,0,0.581,0,0,0
2020-10-0610:55:52,4,0,0,0.4242,0,0,0
2020-10-0610:55:52,,0,0,0,0,0,0
2020-10-0610:55:53,,0,0,0,0,0,0
2020-10-0610:55:53,45,0,0,0,0,0,0
2020-10-0610:55:53,,0,0,0.0931,0,0,0
2020-10-0610:55:54,,0,0,0.0618,0,0,0
2020-10-0610:55:54,,0,0,0.0843,0,0,0
2020-10-0610:55:54,40,0,0,3.2545,0,0,0
2020-10-0610:55:55,38,0,0,3.0086,0,0,0
2020-10-0610:55:55,,0,0,2.8734,0,0,0
2020-10-0610:55:55,36,0,0,3.077,0,0,0
2020-10-0610:55:56,35,0,0,3.2969,0,0,0
2020-10-0610:55:56,,0,0,2.5472,0,0,0
2020-10-0610:55:56,33,0,0,2.8093,0,0,0
2020-10-0610:55:57,,0,0,2.5095,0,0,0
2020-10-0610:55:57,,0,0,2.4075,0,0,0
2020-10-0610:55:57,30,0,0,2.9705,0,0,0
2020-10-0610:55:58,,0,0,2.8936,0,0,0
2020-10-0610:55:58,4,0,0,2.7501,0,0,0
2020-10-0610:55:58,26,0,0,3.8355,0,0,0
2020-10-0610:55:59,4,0,0,3.9766,0,0,0
2020-10-0610:55:59,,0,0,4.1382,0,0,0
2020-10-0610:55:59,,0,0,5.3885,0,0,0
2020-10-0610:56:00,22,0,0,5.3153,0,0,0
2020-10-0610:56:00,,0,0,5.2377,0,0,0
2020-10-0610:56:00,,0,0,6.1242,0,0,0
2020-10-0610:56:01,21,0,0,5.9895,0,0,0
2020-10-0610:56:01,20,0,0,5.8054,0,0,0
2020-10-0610:56:01,0,0,0,4.7168,0,0,0
2020-10-0610:56:02,,0,0,4.862,0,0,0
2020-10-0610:56:02,,0,0,4.8066,0,0,0
2020-10-0610:56:02,,0,0,3.1195,0,0,0
2020-10-0610:56:03,,0,0,1.5536,0,0,0
2020-10-0610:56:03,18,0,0,0.4933,0,0,0
2020-10-0610:56:03,,0,0,0.3924,0,0,0
2020-10-0610:56:04,,0,0,0.3179,0,0,0
2020-10-0610:56:04,,0,0,0.3886,0,0,0
2020-10-0610:56:04,18,0,0,0.2716,0,0,0
2020-10-0610:56:05,,0,0,0.3767,0,0,0
2020-10-0610:56:05,,0,0,0.3783,0,0,0
2020-10-0610:56:05,,0,0,0.3861,0,0,0
2020-10-0610:56:06,17,0,0,0.3861,0,0,0
2020-10-0610:56:06,17,0,0,0.3284,0,0,0
2020-10-0610:56:06,,0,0,0.5853,0,0,0
2020-10-0610:56:07,17,0,0,0.4138,0,0,0
2020-10-0610:56:07,,0,0,0.227,0,0,0
2020-10-0610:56:07,,0,0,0,0,0,0
2020-10-0610:56:08,16,0,0,0,0,0,0
2020-10-0610:56:08,16,0,0,0,0,0,0
2020-10-0610:56:08,,0,0,0,0,0,0
2020-10-0610:56:09,16,0,0,0,0,0,0
2020-10-0610:56:09,,0,0,0,0,0,0
2020-10-0610:56:09,,0,0,0,0,0,0
2020-10-0610:56:10,16,0,0,0,0,0,0
2020-10-0610:56:10,,0,0,0,0,0,0
2020-10-0610:56:10,,0,0,0,0,0,0
2020-10-0610:56:11,,0,0,0,0,0,0
2020-10-0610:56:11,12,0,0,0,0,0,0
2020-10-0610:56:11,,0,0,0,0,0,0
2020-10-0610:56:12,4,0,0,0,0,0,0
2020-10-0610:56:12,,0,0,0,0,0,0
2020-10-0610:56:12,12,0,0,0,0,0,0
2020-10-0610:56:13,,0,0,0,0,0,0
2020-10-0610:56:13,,0,0,0,0,0,0
2020-10-0610:56:13,,0,0,0,0,0,0
2020-10-0610:56:14,10,0,0,0,0,0,0
2020-10-0610:56:14,,0,0,0,0,0,0
2020-10-0610:56:14,,0,0,0,0,0,0
2020-10-0610:56:15,,0,0,0,0,0,0
2020-10-0610:56:15,,0,0,0,0,0,0
2020-10-0610:56:15,,0,0,0.0563,0,0,0
2020-10-0610:56:16,,0,0,0.0292,0,0,0
2020-10-0610:56:16,,0,0,0.0267,0,0,0
2020-10-0610:56:16,,0,0,0,0,0,0
2020-10-0610:56:17,,0,0,0,0,0,0
2020-10-0610:56:17,,0,0,0.0545,0,0,0
2020-10-0610:56:17,,0,0,0,0,0,0
2020-10-0610:56:18,,0,0,0,0,0,0
2020-10-0610:56:18,,0,0,0,0,0,0
2020-10-0610:56:18,,0,0,0,0,0,0
2020-10-0610:56:19,,0,0,0,0,0,0
2020-10-0610:56:19,,0,0,0,0,0,0
2020-10-0610:56:19,,0,0,0,0,0,0
2020-10-0610:56:20,,0,0,0,0,0,0
2020-10-0610:56:20,,0,0,0,0,0,0
2020-10-0610:56:20,,0,0,0.1121,0,0,0
2020-10-0610:56:21,,0,0,0.1121,0,0,0
2020-10-0610:56:21,,0,0,0.1121,0,0,0
2020-10-0610:56:21,,0,0,0,0,0,0
2020-10-0610:56:22,,0,0,0,0,0,0
2020-10-0610:56:22,,0,0,0,0,0,0
2020-10-0610:56:22,,0,0,0,0,0,0
2020-10-0610:56:23,,0,0,0,0,0,0
2020-10-0610:56:23,,0,0,0,0,0,0
2020-10-0610:56:23,,0,0,0,0,0,0
2020-10-0610:56:24,,0,0,0,0,0,0
2020-10-0610:56:24,,0,0,0,0,0,0
2020-10-0610:56:24,,0,0,0,0,0,0
2020-10-0610:56:25,,0,0,0,0,0,0
2020-10-0610:56:25,,0,0,0,0,0,0
2020-10-0610:56:25,,0,0,0,0,0,0
2020-10-0610:56:26,,0,0,0,0,0,0
2020-10-0610:56:26,,0,0,0,0,0,0
2020-10-0610:56:26,,0,0,0,0,0,0
2020-10-0610:56:27,,0,0,0,0,0,0
2020-10-0610:56:27,,0,0,0,0,0,0
2020-10-0610:56:27,,0,0,0,0,0,0
2020-10-0610:56:28,,0,0,0,0,0,0
2020-10-0610:56:28,,0,0,0,0,0,0
2020-10-0610:56:28,,0,0,0,0,0,0
2020-10-0610:56:29,,0,0,0,0,0,0
2020-10-0610:56:29,,0,0,0,0,0,0
2020-10-0610:56:29,,0,0,0,0,0,0
2020-10-0610:56:30,,0,0,0,0,0,0
2020-10-0610:56:30,,0,0,0,0,0,0
2020-10-0610:56:30,,0,0,0,0,0,0
2020-10-0610:56:31,,0,0,0,0,0,0
2020-10-0610:56:31,,0,0,0,0,0,0
2020-10-0610:56:31,,0,0,0.0576,0,0,0
2020-10-0610:56:32,,0,0,0.0576,0,0,0
2020-10-0610:56:32,,0,0,0.0576,0,0,0
2020-10-0610:56:32,,0,0,0,0,0,0
2020-10-0610:56:33,,0,0,0,0,0,0
2020-10-0610:56:33,,0,0,0,0,0,0
2020-10-0610:56:33,,0,0,0,0,0,0
2020-10-0610:56:34,,0,0,0,0,0,0
2020-10-0610:56:34,,0,0,0,0,0,0
2020-10-0610:56:34,,0,0,0,0,0,0
2020-10-0610:56:35,,0,0,0,0,0,0
2020-10-0610:56:35,,0,0,0,0,0,0
2020-10-0610:56:35,,0,0,0,0,0,0
2020-10-0610:56:36,,0,0,0,0,0,0
2020-10-0610:56:36,,0,0,0,0,0,0
2020-10-0610:56:36,,0,0,0,0,0,0
2020-10-0610:56:36,,0,0,0,0,0,0
2020-10-0610:56:37,,0,0,0,0,0,0
2020-10-0610:56:37,,0,0,0.0282,0,0,0
2020-10-0610:56:37,,0,0,0.0282,0,0,0
2020-10-0610:56:38,,0,0,0.0556,0,0,0
2020-10-0610:56:38,,0,0,0,0,0,0
2020-10-0610:56:38,,0,0,0,0,0,0
2020-10-0610:56:39,,0,0,0,0,0,0
2020-10-0610:56:39,,0,0,0,0,0,0
2020-10-0610:56:39,,0,0,0,0,0,0
2020-10-0610:56:40,,0,0,0,0,0,0
2020-10-0610:56:40,,0,0,0,0,0,0
2020-10-0610:56:40,,0,0,0,0,0,0
2020-10-0610:56:41,,0,0,0,0,0,0
2020-10-0610:56:41,,0,0,0,0,0,0
2020-10-0610:56:41,,0,0,0,0,0,0
2020-10-0610:56:42,,0,0,0,0,0,0
2020-10-0610:56:42,,0,0,0,0,0,0
2020-10-0610:56:42,,0,0,0,0,0,0
2020-10-0610:56:43,,0,0,0,0,0,0
2020-10-0610:56:43,,0,0,0,0,0,0
2020-10-0610:56:43,,0,0,0,0,0,0
2020-10-0610:56:44,,0,0,0,0,0,0
2020-10-0610:56:44,,0,0,0,0,0,0
2020-10-0610:56:44,,0,0,0,0,0,0
2020-10-0610:56:45,,0,0,0,0,0,0
2020-10-0610:56:45,,0,0,0,0,0,0
2020-10-0610:56:45,,0,0,0,0,0,0
2020-10-0610:56:46,,0,0,0,0,0,0
2020-10-0610:56:46,,0,0,0,0,0,0
2020-10-0610:56:46,,0,0,0,0,0,0
2020-10-0610:56:47,,0,0,0,0,0,0
2020-10-0610:56:47,,0,0,0,0,0,0
2020-10-0610:56:47,,0,0,0,0,0,0
2020-10-0610:56:46,,0,0,0,0,0,0
2020-10-0610:56:48,,0,0,0,0,0,0
2020-10-0610:56:48,,0,0,0,0,0,0
2020-10-0610:56:49,,0,0,0,0,0,0
2020-10-0610:56:49,,0,0,0,0,0,0
2020-10-0610:56:49,,0,0,0,0,0,0
2020-10-0610:56:50,,0,0,0,0,0,0
2020-10-0610:56:50,,0,0,0,0,0,0
2020-10-0610:56:50,,0,0,0,0,0,0
2020-10-0610:56:51,,0,0,0,0,0,0
2020-10-0610:56:51,,0,0,0,0,0,0
2020-10-0610:56:51,,0,0,0,0,0,0
2020-10-0610:56:52,,0,0,0,0,0,0
2020-10-0610:56:52,,0,0,0.7228,0,0,0
2020-10-0610:56:52,,0,0,0.6951,0,0,0
2020-10-0610:56:53,,0,0,0.6951,0,0,0
2020-10-0610:56:53,,0,0,0,0,0,0
2020-10-0610:56:53,,0,0,0,0,0,0
2020-10-0610:56:54,,0,0,0,0,0,0
2020-10-0610:56:54,,0,0,0,0,0,0
2020-10-0610:56:54,,0,0,0,0,0,0
2020-10-0610:56:55,,0,0,0,0,0,0
2020-10-0610:56:55,,0,0,0,0,0,0
2020-10-0610:56:55,,0,0,0,0,0,0
2020-10-0610:56:56,,0,0,0,0,0,0
2020-10-0610:56:56,,0,0,0.0847,0,0,0
2020-10-0610:56:56,,0,0,0.0847,0,0,0
2020-10-0610:56:57,,0,0,0.0852,0,0,0
2020-10-0610:56:57,,0,0,0,0,0,0
2020-10-0610:56:57,,0,0,0,0,0,0
2020-10-0610:56:58,,0,0,0,0,0,0
2020-10-0610:56:58,,0,0,0,0,0,0
2020-10-0610:56:58,,0,0,0,0,0,0
2020-10-0610:56:59,,0,0,0,0,0,0
2020-10-0610:56:59,,0,0,0,0,0,0
2020-10-0610:56:59,,0,0,0,0,0,0
2020-10-0610:57:00,,0,0,0,0,0,0
2020-10-0610:57:00,,0,0,0,0,0,0
2020-10-0610:57:00,,0,0,0,0,0,0
2020-10-0610:57:01,,0,0,0,0,0,0
2020-10-0610:57:01,,0,0,0,0,0,0
2020-10-0610:57:01,,0,0,0,0,0,0
2020-10-0610:57:02,,0,0,0,0,0,0
2020-10-0610:57:02,,0,0,0,0,0,0
2020-10-0610:57:02,,0,0,0,0,0,0
2020-10-0610:57:03,,0,0,0,0,0,0
2020-10-0610:57:03,,0,0,0.311,0,0,0
2020-10-0610:57:03,,0,0,0.2535,0,0,0
2020-10-0610:57:04,,0,0,0.389,0,0,0
2020-10-0610:57:04,,0,0,0,0,0,0
2020-10-0610:57:04,,0,0,0,0,0,0
2020-10-0610:57:05,,0,0,0,0,0,0
2020-10-0610:57:05,,0,0,0,0,0,0
2020-10-0610:57:05,,0,0,0,0,0,0
2020-10-0610:57:06,,0,0,0,0,0,0
2020-10-0610:57:06,,0,0,0.0287,0,0,0
2020-10-0610:57:06,,0,0,0.0287,0,0,0
2020-10-0610:57:07,,0,0,0.0287,0,0,0
2020-10-0610:57:07,,0,0,0,0,0,0
2020-10-0610:57:07,,0,0,0,0,0,0
2020-10-0610:57:08,,0,0,0,0,0,0
2020-10-0610:57:08,,0,0,0,0,0,0
2020-10-0610:57:08,,0,0,0,0,0,0
2020-10-0610:57:09,,0,0,0,0,0,0
2020-10-0610:57:09,,0,0,0,0,0,0
2020-10-0610:57:09,,0,0,0,0,0,0
2020-10-0610:57:10,,0,0,0,0,0,0
2020-10-0610:57:10,,0,0,0,0,0,0
2020-10-0610:57:10,,0,0,0,0,0,0
2020-10-0610:57:11,,0,0,0,0,0,0
2020-10-0610:57:11,,0,0,0,0,0,0
2020-10-0610:57:11,,0,0,0,0,0,0
2020-10-0610:57:12,,0,0,0,0,0,0
2020-10-0610:57:12,,0,0,0,0,0,0
2020-10-0610:57:12,,0,0,0,0,0,0
2020-10-0610:57:13,,0,0,0,0,0,0
2020-10-0610:57:13,,0,0,0,0,0,0
2020-10-0610:57:13,,0,0,0,0,0,0
2020-10-0610:57:14,,0,0,0,0,0,0
2020-10-0610:57:14,,0,0,0,0,0,0
2020-10-0610:57:14,,0,0,0,0,0,0
2020-10-0610:57:15,,0,0,0,0,0,0
2020-10-0610:57:15,,0,0,0.1162,0,0,0
2020-10-0610:57:15,,0,0,0,0,0,0
2020-10-0610:57:16,,0,0,0,0,0,0
2020-10-0610:57:16,,0,0,0,0,0,0
2020-10-0610:57:16,,0,0,0,0,0,0
2020-10-0610:57:17,,0,0,0,0,0,0
2020-10-0610:57:17,,0,0,0,0,0,0
2020-10-0610:57:17,,0,0,0,0,0,0
2020-10-0610:57:18,,0,0,0,0,0,0
2020-10-0610:57:18,,0,0,0,0,0,0
2020-10-0610:57:18,,0,0,0,0,0,0
2020-10-0610:57:19,,0,0,0,0,0,0
2020-10-0610:57:19,,0,0,0,0,0,0
2020-10-0610:57:19,,0,0,0,0,0,0
2020-10-0610:57:20,,0,0,0,0,0,0
2020-10-0610:57:20,,0,0,0,0,0,0
2020-10-0610:57:20,,0,0,0,0,0,0
2020-10-0610:57:21,,0,0,0,0,0,0
2020-10-0610:57:21,,0,0,0,0,0,0
2020-10-0610:57:21,,0,0,0,0,0,0
2020-10-0610:57:22,,0,0,0,0,0,0
2020-10-0610:57:22,,0,0,0,0,0,0
2020-10-0610:57:22,,0,0,0,0,0,0
2020-10-0610:57:23,,0,0,0,0,0,0
2020-10-0610:57:23,,0,0,0,0,0,0
2020-10-0610:57:23,,0,0,0,0,0,0
2020-10-0610:57:24,,0,0,0,0,0,0
2020-10-0610:57:24,,0,0,0,0,0,0
2020-10-0610:57:24,,0,0,0,0,0,0
2020-10-0610:57:25,,0,0,0,0,0,0
2020-10-0610:57:25,,0,0,0,0,0,0
2020-10-0610:57:25,,0,0,0,0,0,0
2020-10-0610:57:26,,0,0,0,0,0,0
2020-10-0610:57:26,,0,0,0,0,0,0
2020-10-0610:57:26,,0,0,0,0,0,0
2020-10-0610:57:27,,0,0,0,0,0,0
2020-10-0610:57:27,,0,0,0,0,0,0
2020-10-0610:57:27,,0,0,0,0,0,0
2020-10-0610:57:28,,0,0,0,0,0,0
2020-10-0610:57:28,,0,0,0.087,0,0,0
2020-10-0610:57:28,,0,0,0.087,0,0,0
2020-10-0610:57:29,,0,0,0.0852,0,0,0
2020-10-0610:57:29,,0,0,0,0,0,0
2020-10-0610:57:29,,0,0,0,0,0,0
2020-10-0610:57:30,,0,0,0,0,0,0
2020-10-0610:57:30,,0,0,0,0,0,0
2020-10-0610:57:30,,0,0,0,0,0,0
2020-10-0610:57:31,,0,0,0,0,0,0
2020-10-0610:57:31,,0,0,0,0,0,0
2020-10-0610:57:31,,0,0,0,0,0,0
2020-10-0610:57:32,,0,0,0,0,0,0
2020-10-0610:57:32,,0,0,0,0,0,0
2020-10-0610:57:32,,0,0,0,0,0,0
2020-10-0610:57:33,,0,0,0,0,0,0
2020-10-0610:57:33,,0,0,0,0,0,0
2020-10-0610:57:33,,0,0,0,0,0,0
2020-10-0610:57:34,,0,0,0,0,0,0
2020-10-0610:57:34,,0,0,0.0294,0,0,0
2020-10-0610:57:34,,0,0,0.0294,0,0,0
2020-10-0610:57:35,,0,0,0.0294,0,0,0
2020-10-0610:57:35,,0,0,0,0,0,0
2020-10-0610:57:35,,0,0,0,0,0,0
2020-10-0610:57:36,,0,0,0,0,0,0
2020-10-0610:57:36,,0,0,0,0,0,0
2020-10-0610:57:36,,0,0,0,0,0,0
2020-10-0610:57:37,,0,0,0,0,0,0
2020-10-0610:57:37,,0,0,0,0,0,0
2020-10-0610:57:37,,0,0,0,0,0,0
2020-10-0610:57:38,,0,0,0,0,0,0
2020-10-0610:57:38,,0,0,0,0,0,0
2020-10-0610:57:38,,0,0,0,0,0,0
2020-10-0610:57:39,,0,0,0,0,0,0
2020-10-0610:57:39,,0,0,0,0,0,0
2020-10-0610:57:39,,0,0,0,0,0,0
2020-10-0610:57:40,,0,0,0,0,0,0
2020-10-0610:57:40,,0,0,0,0,0,0
2020-10-0610:57:40,,0,0,0,0,0,0
2020-10-0610:57:41,,0,0,0,0,0,0
2020-10-0610:57:41,,0,0,0,0,0,0
2020-10-0610:57:41,,0,0,0,0,0,0
2020-10-0610:57:42,,0,0,0,0,0,0
2020-10-0610:57:42,,0,0,0,0,0,0
2020-10-0610:57:42,,0,0,0,0,0,0
2020-10-0610:57:43,,0,0,0,0,0,0
2020-10-0610:57:43,,0,0,0,0,0,0
2020-10-0610:57:43,,0,0,0,0,0,0
2020-10-0610:57:44,,0,0,0,0,0,0
2020-10-0610:57:44,,0,0,0,0,0,0
2020-10-0610:57:44,,0,0,0,0,0,0
2020-10-0610:57:45,,0,0,0,0,0,0
2020-10-0610:57:45,,0,0,0,0,0,0
2020-10-0610:57:45,,0,0,0,0,0,0
2020-10-0610:57:46,,0,0,0,0,0,0
2020-10-0610:57:46,,0,0,0,0,0,0
2020-10-0610:57:46,,0,0,0,0,0,0
2020-10-0610:57:47,,0,0,0,0,0,0
2020-10-0610:57:47,,0,0,0,0,0,0
2020-10-0610:57:47,,0,0,0,0,0,0
2020-10-0610:57:48,,0,0,0,0,0,0
2020-10-0610:57:48,,0,0,0,0,0,0
2020-10-0610:57:48,,0,0,0,0,0,0
2020-10-0610:57:49,,0,0,0,0,0,0
2020-10-0610:57:49,,0,0,0,0,0,0
2020-10-0610:57:49,,0,0,0,0,0,0
2020-10-0610:57:50,,0,0,0,0,0,0
2020-10-0610:57:50,,0,0,0,0,0,0
2020-10-0610:57:50,,0,0,0,0,0,0
2020-10-0610:57:51,,0,0,0,0,0,0
2020-10-0610:57:51,,0,0,0,0,0,0
2020-10-0610:57:51,,0,0,0,0,0,0
2020-10-0610:57:52,,0,0,0,0,0,0
2020-10-0610:57:52,,0,0,0,0,0,0
2020-10-0610:57:52,,0,0,0,0,0,0
2020-10-0610:57:53,,0,0,0,0,0,0
2020-10-0610:57:53,,0,0,0,0,0,0
2020-10-0610:57:53,,0,0,0,0,0,0
2020-10-0610:57:54,,0,0,0,0,0,0
2020-10-0610:57:54,,0,0,0,0,0,0
2020-10-0610:57:54,,0,0,0,0,0,0
2020-10-0610:57:55,,0,0,0,0,0,0
2020-10-0610:57:55,,0,0,0,0,0,0
2020-10-0610:57:55,,0,0,0,0,0,0
2020-10-0610:57:56,,0,0,0,0,0,0
2020-10-0610:57:56,,0,0,0,0,0,0
2020-10-0610:57:56,,0,0,0,0,0,0
2020-10-0610:57:57,,0,0,0,0,0,0
2020-10-0610:57:57,,0,0,0,0,0,0
2020-10-0610:57:57,,0,0,0,0,0,0
2020-10-0610:57:58,,0,0,0,0,0,0
2020-10-0610:57:58,,0,0,0,0,0,0
2020-10-0610:57:58,,0,0,0,0,0,0
2020-10-0610:57:59,,0,0,0,0,0,0
2020-10-0610:57:59,,0,0,0,0,0,0
2020-10-0610:57:59,,0,0,0,0,0,0
2020-10-0610:58:00,,0,0,0,0,0,0
2020-10-0610:58:00,,0,0,0.0845,0,0,0
2020-10-0610:58:00,,0,0,0.0845,0,0,0
2020-10-0610:58:01,,0,0,0.0845,0,0,0
2020-10-0610:58:01,,0,0,0,0,0,0
2020-10-0610:58:01,,0,0,0,0,0,0
2020-10-0610:58:02,,0,0,0,0,0,0
2020-10-0610:58:02,,0,0,0,0,0,0
2020-10-0610:58:02,,0,0,0,0,0,0
2020-10-0610:58:03,,0,0,0,0,0,0
2020-10-0610:58:03,,0,0,0,0,0,0
2020-10-0610:58:03,,0,0,0,0,0,0
2020-10-0610:58:04,,0,0,0,0,0,0
2020-10-0610:58:04,,0,0,0,0,0,0
2020-10-0610:58:04,,0,0,0,0,192.096,0
2020-10-0610:58:05,,0,0,0.0569,0,108.9107,0
2020-10-0610:58:05,,0,0,122.1149,0,116.7394,0
2020-10-0610:58:05,,0,0,0,0,0.8633,0
2020-10-0610:58:06,,0,0,95.1125,0,10.9233,0
2020-10-0610:58:06,,0,0,0,0,0,0
