date,time,speed,lane,auto
2020-10-06,10:45:42,42,0,0
2020-10-06,10:45:42,40,0,0
2020-10-06,10:45:43,39,0,0
2020-10-06,10:45:43,37,0,0
2020-10-06,10:45:43,36,0,0
2020-10-06,10:45:43,34,0,0
2020-10-06,10:45:44,33,0,0
2020-10-06,10:45:44,32,0,0
2020-10-06,10:45:44,32,0,0
2020-10-06,10:45:45,31,0,0
2020-10-06,10:45:45,30,0,0
2020-10-06,10:45:45,30,0,0
2020-10-06,10:45:46,30,0,0
2020-10-06,10:45:46,30,0,0
2020-10-06,10:45:46,30,0,0
2020-10-06,10:45:47,30,0,0
2020-10-06,10:45:47,31,0,0
2020-10-06,10:45:47,31,0,0
2020-10-06,10:45:48,32,0,0
2020-10-06,10:45:48,32,0,0
2020-10-06,10:45:48,33,0,0
2020-10-06,10:45:49,33,0,0
2020-10-06,10:45:49,34,0,0
2020-10-06,10:45:49,35,0,0
2020-10-06,10:45:50,36,0,0
2020-10-06,10:45:50,37,0,0
2020-10-06,10:45:50,38,0,0
2020-10-06,10:45:51,38,0,0
2020-10-06,10:45:51,38,0,0
2020-10-06,10:45:51,39,0,0
2020-10-06,10:45:52,39,0,0
2020-10-06,10:45:52,39,0,0
2020-10-06,10:45:52,40,0,0
2020-10-06,10:45:53,41,0,0
2020-10-06,10:45:53,41,0,0
2020-10-06,10:45:53,41,0,0
2020-10-06,10:45:54,42,0,0
2020-10-06,10:45:54,42,0,0
2020-10-06,10:45:55,43,0,0
2020-10-06,10:45:55,43,0,0
2020-10-06,10:45:55,43,0,0
2020-10-06,10:45:56,43,0,0
2020-10-06,10:45:56,43,0,0
2020-10-06,10:45:56,43,0,0
2020-10-06,10:45:57,4,0,0
2020-10-06,10:45:57,44,0,0
2020-10-06,10:45:57,44,0,0
2020-10-06,10:45:58,44,0,0
2020-10-06,10:45:58,44,0,0
2020-10-06,10:45:58,4,0,0
2020-10-06,10:45:59,44,0,0
2020-10-06,10:45:59,4,0,0
2020-10-06,10:45:59,45,0,0
2020-10-06,10:45:59,45,0,0
2020-10-06,10:46:00,45,0,0
2020-10-06,10:46:00,4,0,0
2020-10-06,10:46:00,4,0,0
2020-10-06,10:46:01,42,0,0
2020-10-06,10:46:01,42,0,0
2020-10-06,10:46:01,40,0,0
2020-10-06,10:46:02,40,0,0
2020-10-06,10:46:02,38,0,0
2020-10-06,10:46:02,37,0,0
2020-10-06,10:46:03,31,0,0
2020-10-06,10:46:03,35,0,0
2020-10-06,10:46:03,34,0,0
2020-10-06,10:46:04,33,0,0
2020-10-06,10:46:04,31,0,0
2020-10-06,10:46:04,31,0,0
2020-10-06,10:46:05,30,0,0
2020-10-06,10:46:05,30,0,0
2020-10-06,10:46:05,30,0,0
2020-10-06,10:46:06,29,0,0
2020-10-06,10:46:06,29,0,0
2020-10-06,10:46:06,29,0,0
2020-10-06,10:46:07,29,0,0
2020-10-06,10:46:07,30,0,0
2020-10-06,10:46:08,30,0,0
2020-10-06,10:46:08,31,0,0
2020-10-06,10:46:08,32,0,0
2020-10-06,10:46:09,34,0,0
2020-10-06,10:46:09,34,0,0
2020-10-06,10:46:09,,0,0
2020-10-06,10:46:10,3,0,0
2020-10-06,10:46:10,,0,0
2020-10-06,10:46:10,,0,0
2020-10-06,10:46:11,,0,0
2020-10-06,10:46:11,,0,0
2020-10-06,10:46:11,,0,0
2020-10-06,10:46:11,,0,0
2020-10-06,10:46:12,,0,0
2020-10-06,10:46:12,,0,0
2020-10-06,10:46:12,,0,0
2020-10-06,10:46:13,,0,0
2020-10-06,10:46:13,,0,0
2020-10-06,10:46:13,,0,0
2020-10-06,10:46:14,,0,0
2020-10-06,10:46:14,,0,0
2020-10-06,10:46:14,,0,0
2020-10-06,10:46:15,,0,0
2020-10-06,10:46:15,,0,0
2020-10-06,10:46:15,71,0,0
2020-10-06,10:46:16,72,0,0
2020-10-06,10:46:16,73,0,0
2020-10-06,10:46:16,73,0,0
2020-10-06,10:46:17,3,0,0
2020-10-06,10:46:17,,0,0
2020-10-06,10:46:17,3,0,0
2020-10-06,10:46:18,,0,0
2020-10-06,10:46:18,,0,0
2020-10-06,10:46:18,,0,0
2020-10-06,10:46:19,7,0,0
2020-10-06,10:46:19,,0,0
2020-10-06,10:46:20,3,0,0
2020-10-06,10:46:20,67,0,0
2020-10-06,10:46:20,,0,0
2020-10-06,10:46:21,4,0,0
2020-10-06,10:46:21,,1,0
2020-10-06,10:46:21,0,1,0
2020-10-06,10:46:22,,1,0
2020-10-06,10:46:22,,1,0
2020-10-06,10:46:22,,0,0
2020-10-06,10:46:23,,0,0
2020-10-06,10:46:23,,0,0
2020-10-06,10:46:23,,0,0
2020-10-06,10:46:23,4,0,0
2020-10-06,10:46:24,,0,0
2020-10-06,10:46:24,77,0,0
2020-10-06,10:46:24,,0,0
2020-10-06,10:46:25,,0,0
2020-10-06,10:46:25,7,0,0
2020-10-06,10:46:25,,0,0
2020-10-06,10:46:26,,0,0
2020-10-06,10:46:26,,0,0
2020-10-06,10:46:26,,0,0
2020-10-06,10:46:27,,0,0
2020-10-06,10:46:27,,0,0
2020-10-06,10:46:27,,0,0
2020-10-06,10:46:28,,0,0
2020-10-06,10:46:28,,0,0
2020-10-06,10:46:28,,0,0
2020-10-06,10:46:29,7,0,0
2020-10-06,10:46:29,,0,0
2020-10-06,10:46:29,,0,0
2020-10-06,10:46:29,,0,0
2020-10-06,10:46:30,,0,0
2020-10-06,10:46:30,7,0,0
2020-10-06,10:46:30,,0,0
2020-10-06,10:46:31,,0,0
2020-10-06,10:46:31,,0,0
2020-10-06,10:46:31,,0,0
2020-10-06,10:46:32,,0,0
2020-10-06,10:46:32,,0,0
2020-10-06,10:46:32,3,0,0
2020-10-06,10:46:33,,0,0
2020-10-06,10:46:33,0,0,0
2020-10-06,10:46:33,0,0,0
2020-10-06,10:46:34,,0,0
2020-10-06,10:46:34,0,0,0
2020-10-06,10:46:34,,0,0
2020-10-06,10:46:35,2,0,0
2020-10-06,10:46:35,,0,0
2020-10-06,10:46:35,0,0,0
2020-10-06,10:46:36,,0,0
2020-10-06,10:46:36,,0,0
2020-10-06,10:46:36,,0,0
2020-10-06,10:46:37,,0,0
2020-10-06,10:46:37,,0,0
2020-10-06,10:46:37,,0,0
2020-10-06,10:46:38,0,0,0
2020-10-06,10:46:38,1,0,0
2020-10-06,10:46:38,,0,0
2020-10-06,10:46:39,0,0,0
2020-10-06,10:46:39,,0,0
2020-10-06,10:46:39,0,0,0
2020-10-06,10:46:40,,0,0
2020-10-06,10:46:40,,0,0
2020-10-06,10:46:40,,0,0
2020-10-06,10:46:41,,0,0
2020-10-06,10:46:41,3,0,0
2020-10-06,10:46:41,,0,0
2020-10-06,10:46:42,3,0,0
2020-10-06,10:46:42,,0,0
2020-10-06,10:46:42,0,0,0
2020-10-06,10:46:43,,0,0
2020-10-06,10:46:43,,0,0
2020-10-06,10:46:43,,0,0
2020-10-06,10:46:44,,0,0
2020-10-06,10:46:44,3,0,0
2020-10-06,10:46:44,,0,0
2020-10-06,10:46:45,0,0,0
2020-10-06,10:46:45,,0,0
2020-10-06,10:46:45,,0,0
2020-10-06,10:46:46,3,0,0
2020-10-06,10:46:46,,0,0
2020-10-06,10:46:46,,0,0
2020-10-06,10:46:47,,0,0
2020-10-06,10:46:47,0,0,0
2020-10-06,10:46:47,,0,0
2020-10-06,10:46:48,,0,0
2020-10-06,10:46:48,3,0,0
2020-10-06,10:46:48,,0,0
2020-10-06,10:46:49,,0,0
2020-10-06,10:46:49,,0,0
2020-10-06,10:46:49,0,0,0
2020-10-06,10:46:50,,0,0
2020-10-06,10:46:50,,0,0
2020-10-06,10:46:50,,0,0
2020-10-06,10:46:51,,0,0
2020-10-06,10:46:51,0,0,0
2020-10-06,10:46:51,,0,0
2020-10-06,10:46:52,0,0,0
2020-10-06,10:46:52,,0,0
2020-10-06,10:46:52,,0,0
2020-10-06,10:46:53,,0,0
2020-10-06,10:46:53,,0,0
2020-10-06,10:46:53,3,0,0
2020-10-06,10:46:54,,0,0
2020-10-06,10:46:54,,0,0
2020-10-06,10:46:54,,0,0
2020-10-06,10:46:55,,0,0
2020-10-06,10:46:55,,0,0
2020-10-06,10:46:55,,0,0
2020-10-06,10:46:56,0,0,0
2020-10-06,10:46:56,,0,0
2020-10-06,10:46:56,,0,0
2020-10-06,10:46:57,0,0,0
2020-10-06,10:46:57,,0,0
2020-10-06,10:46:57,0,0,0
2020-10-06,10:46:58,,0,0
2020-10-06,10:46:58,,0,0
2020-10-06,10:46:58,,0,0
2020-10-06,10:46:59,,0,0
2020-10-06,10:46:59,1,0,0
2020-10-06,10:46:59,,0,0
2020-10-06,10:47:00,0,0,0
2020-10-06,10:47:00,,0,0
2020-10-06,10:47:00,0,0,0
2020-10-06,10:47:01,0,0,0
2020-10-06,10:47:01,0,0,0
2020-10-06,10:47:01,7,0,0
2020-10-06,10:47:02,,0,0
2020-10-06,10:47:02,,0,0
2020-10-06,10:47:02,,0,0
2020-10-06,10:47:03,,0,0
2020-10-06,10:47:03,,0,0
2020-10-06,10:47:03,,0,0
2020-10-06,10:47:04,7,0,0
2020-10-06,10:47:04,,0,0
2020-10-06,10:47:04,,0,0
2020-10-06,10:47:05,,0,0
2020-10-06,10:47:05,,0,0
2020-10-06,10:47:05,,0,0
2020-10-06,10:47:06,,0,0
2020-10-06,10:47:06,,0,0
2020-10-06,10:47:06,,0,0
2020-10-06,10:47:07,,0,0
2020-10-06,10:47:07,,0,0
2020-10-06,10:47:07,,0,0
2020-10-06,10:47:08,,0,0
2020-10-06,10:47:08,,0,0
2020-10-06,10:47:08,,0,0
2020-10-06,10:47:09,,0,0
2020-10-06,10:47:09,,0,0
2020-10-06,10:47:09,,0,0
2020-10-06,10:47:10,,0,0
2020-10-06,10:47:10,,0,0
2020-10-06,10:47:10,,0,0
2020-10-06,10:47:11,,0,0
2020-10-06,10:47:11,,0,0
2020-10-06,10:47:11,,0,0
2020-10-06,10:47:12,,0,0
2020-10-06,10:47:12,,0,0
2020-10-06,10:47:12,,0,0
2020-10-06,10:47:13,,0,0
2020-10-06,10:47:13,,0,0
2020-10-06,10:47:13,,0,0
2020-10-06,10:47:14,,0,0
2020-10-06,10:47:14,,0,0
2020-10-06,10:47:14,,0,0
2020-10-06,10:47:15,,0,0
2020-10-06,10:47:15,,0,0
2020-10-06,10:47:15,,0,0
2020-10-06,10:47:16,,0,0
2020-10-06,10:47:16,,0,0
2020-10-06,10:47:16,34,0,0
2020-10-06,10:47:17,3,0,0
2020-10-06,10:47:17,3,0,0
2020-10-06,10:47:17,,0,0
2020-10-06,10:47:18,7,0,0
2020-10-06,10:47:18,,0,0
2020-10-06,10:47:18,,0,0
2020-10-06,10:47:19,,0,0
2020-10-06,10:47:19,3,0,0
2020-10-06,10:47:19,,0,0
2020-10-06,10:47:20,,0,0
2020-10-06,10:47:20,,0,0
2020-10-06,10:47:20,,0,0
2020-10-06,10:47:21,23,0,0
2020-10-06,10:47:21,22,0,0
2020-10-06,10:47:21,20,0,0
2020-10-06,10:47:22,19,0,0
2020-10-06,10:47:22,19,0,0
2020-10-06,10:47:22,19,0,0
2020-10-06,10:47:23,19,0,0
2020-10-06,10:47:23,19,0,0
2020-10-06,10:47:23,21,0,0
2020-10-06,10:47:24,22,0,0
2020-10-06,10:47:24,24,0,0
2020-10-06,10:47:24,5,0,0
2020-10-06,10:47:25,26,0,0
2020-10-06,10:47:25,27,0,0
2020-10-06,10:47:25,28,0,0
2020-10-06,10:47:26,30,0,0
2020-10-06,10:47:26,32,0,0
2020-10-06,10:47:26,2,0,0
2020-10-06,10:47:27,33,0,0
2020-10-06,10:47:27,3,0,0
2020-10-06,10:47:27,35,0,0
2020-10-06,10:47:28,4,0,0
2020-10-06,10:47:28,4,0,0
2020-10-06,10:47:28,37,0,0
2020-10-06,10:47:29,37,0,0
2020-10-06,10:47:29,37,0,0
2020-10-06,10:47:29,38,0,0
2020-10-06,10:47:30,38,0,0
2020-10-06,10:47:30,38,0,0
2020-10-06,10:47:30,39,0,0
2020-10-06,10:47:31,39,0,0
2020-10-06,10:47:31,40,0,0
2020-10-06,10:47:31,41,0,0
2020-10-06,10:47:32,41,0,0
2020-10-06,10:47:32,42,0,0
2020-10-06,10:47:32,42,0,0
2020-10-06,10:47:33,42,0,0
2020-10-06,10:47:33,43,0,0
2020-10-06,10:47:33,43,0,0
2020-10-06,10:47:34,4,0,0
2020-10-06,10:47:34,4,0,0
2020-10-06,10:47:34,4,0,0
2020-10-06,10:47:35,4,0,0
2020-10-06,10:47:35,47,0,0
2020-10-06,10:47:35,47,0,0
2020-10-06,10:47:36,47,0,0
2020-10-06,10:47:36,47,0,0
2020-10-06,10:47:36,47,0,0
2020-10-06,10:47:37,48,0,0
2020-10-06,10:47:37,48,0,0
2020-10-06,10:47:37,48,0,0
2020-10-06,10:47:38,48,0,0
2020-10-06,10:47:38,48,0,0
2020-10-06,10:47:38,48,0,0
2020-10-06,10:47:39,48,0,0
2020-10-06,10:47:39,48,0,0
2020-10-06,10:47:39,47,0,0
2020-10-06,10:47:40,47,0,0
2020-10-06,10:47:40,46,0,0
2020-10-06,10:47:40,46,0,0
2020-10-06,10:47:41,46,0,0
2020-10-06,10:47:41,46,0,0
2020-10-06,10:47:41,46,0,0
2020-10-06,10:47:42,47,0,0
2020-10-06,10:47:42,47,0,0
2020-10-06,10:47:42,47,0,0
2020-10-06,10:47:43,47,0,0
2020-10-06,10:47:43,4,0,0
2020-10-06,10:47:43,4,0,0
2020-10-06,10:47:44,49,0,0
2020-10-06,10:47:44,49,0,0
2020-10-06,10:47:44,50,0,0
2020-10-06,10:47:45,51,0,0
2020-10-06,10:47:45,51,0,0
2020-10-06,10:47:45,51,0,0
2020-10-06,10:47:46,52,0,0
2020-10-06,10:47:46,52,0,0
2020-10-06,10:47:46,52,0,0
2020-10-06,10:47:47,52,0,0
2020-10-06,10:47:47,51,0,0
2020-10-06,10:47:47,51,0,0
2020-10-06,10:47:48,51,0,0
2020-10-06,10:47:48,51,0,0
2020-10-06,10:47:48,51,0,0
2020-10-06,10:47:49,51,0,0
2020-10-06,10:47:49,51,0,0
2020-10-06,10:47:49,51,0,0
2020-10-06,10:47:50,51,0,0
2020-10-06,10:47:50,51,0,0
2020-10-06,10:47:50,51,0,0
2020-10-06,10:47:51,51,0,0
2020-10-06,10:47:51,51,0,0
2020-10-06,10:47:51,51,0,0
2020-10-06,10:47:52,51,0,0
2020-10-06,10:47:52,50,0,0
2020-10-06,10:47:52,50,0,0
2020-10-06,10:47:53,50,0,0
2020-10-06,10:47:53,50,0,0
2020-10-06,10:47:53,50,0,0
2020-10-06,10:47:54,49,0,0
2020-10-06,10:47:54,49,0,0
2020-10-06,10:47:54,49,0,0
2020-10-06,10:47:55,49,0,0
2020-10-06,10:47:55,49,0,0
2020-10-06,10:47:55,43,0,0
2020-10-06,10:47:56,43,0,0
2020-10-06,10:47:56,40,0,0
2020-10-06,10:47:56,40,0,0
2020-10-06,10:47:57,43,0,0
2020-10-06,10:47:57,43,0,0
2020-10-06,10:47:57,43,0,0
2020-10-06,10:47:58,43,0,0
2020-10-06,10:47:58,43,0,0
2020-10-06,10:47:58,43,0,0
2020-10-06,10:47:59,48,0,0
2020-10-06,10:47:59,4,0,0
2020-10-06,10:47:59,4,0,0
2020-10-06,10:48:00,4,0,0
2020-10-06,10:48:00,4,0,0
2020-10-06,10:48:00,4,0,0
2020-10-06,10:48:01,4,0,0
2020-10-06,10:48:01,4,0,0
2020-10-06,10:48:01,4,0,0
2020-10-06,10:48:02,4,0,0
2020-10-06,10:48:02,47,0,0
2020-10-06,10:48:02,4,0,0
2020-10-06,10:48:03,4,0,0
2020-10-06,10:48:03,4,0,0
2020-10-06,10:48:03,4,0,0
2020-10-06,10:48:04,4,0,0
2020-10-06,10:48:04,4,0,0
2020-10-06,10:48:04,42,0,0
2020-10-06,10:48:05,42,0,0
2020-10-06,10:48:05,41,0,0
2020-10-06,10:48:05,41,0,0
2020-10-06,10:48:06,41,0,0
2020-10-06,10:48:06,42,0,0
2020-10-06,10:48:06,43,0,0
2020-10-06,10:48:07,43,0,0
2020-10-06,10:48:07,45,0,0
2020-10-06,10:48:07,45,0,0
2020-10-06,10:48:08,41,0,0
2020-10-06,10:48:08,41,0,0
2020-10-06,10:48:08,47,0,0
2020-10-06,10:48:09,47,0,0
2020-10-06,10:48:09,48,0,0
2020-10-06,10:48:09,48,0,0
2020-10-06,10:48:10,49,0,0
2020-10-06,10:48:10,50,0,0
2020-10-06,10:48:10,51,0,0
2020-10-06,10:48:11,51,0,0
2020-10-06,10:48:11,51,0,0
2020-10-06,10:48:11,52,0,0
2020-10-06,10:48:12,52,0,0
2020-10-06,10:48:12,53,0,0
2020-10-06,10:48:12,53,0,0
2020-10-06,10:48:13,54,0,0
2020-10-06,10:48:13,54,0,0
2020-10-06,10:48:13,55,0,0
2020-10-06,10:48:14,55,0,0
2020-10-06,10:48:14,55,0,0
2020-10-06,10:48:14,55,0,0
2020-10-06,10:48:15,51,0,0
2020-10-06,10:48:15,51,0,0
2020-10-06,10:48:15,51,0,0
2020-10-06,10:48:16,51,0,0
2020-10-06,10:48:16,57,0,0
2020-10-06,10:48:16,57,0,0
2020-10-06,10:48:17,57,0,1
2020-10-06,10:48:17,58,0,1
2020-10-06,10:48:17,58,0,1
2020-10-06,10:48:18,58,0,1
2020-10-06,10:48:18,59,0,1
2020-10-06,10:48:18,59,0,1
2020-10-06,10:48:19,59,0,1
2020-10-06,10:48:19,59,0,1
2020-10-06,10:48:19,50,0,1
2020-10-06,10:48:20,60,0,1
2020-10-06,10:48:20,10,0,1
2020-10-06,10:48:20,10,0,1
2020-10-06,10:48:21,10,0,1
2020-10-06,10:48:21,10,0,1
2020-10-06,10:48:21,10,0,1
2020-10-06,10:48:22,10,0,1
2020-10-06,10:48:22,10,0,1
2020-10-06,10:48:22,10,0,1
2020-10-06,10:48:23,10,0,1
2020-10-06,10:48:23,11,0,1
2020-10-06,10:48:23,11,0,1
2020-10-06,10:48:24,11,0,1
2020-10-06,10:48:24,12,0,1
2020-10-06,10:48:24,62,0,1
2020-10-06,10:48:25,62,0,1
2020-10-06,10:48:25,63,0,1
2020-10-06,10:48:25,13,0,1
2020-10-06,10:48:26,14,0,0
2020-10-06,10:48:26,8,0,0
2020-10-06,10:48:26,65,0,0
2020-10-06,10:48:27,15,0,0
2020-10-06,10:48:27,65,0,0
2020-10-06,10:48:27,65,0,0
2020-10-06,10:48:28,66,0,0
2020-10-06,10:48:28,66,0,0
2020-10-06,10:48:28,68,0,0
2020-10-06,10:48:29,67,0,0
2020-10-06,10:48:29,68,0,0
2020-10-06,10:48:29,68,0,0
2020-10-06,10:48:30,69,0,0
2020-10-06,10:48:30,1,0,0
2020-10-06,10:48:30,1,0,0
2020-10-06,10:48:31,71,0,0
2020-10-06,10:48:31,71,0,0
2020-10-06,10:48:31,1,0,0
2020-10-06,10:48:32,8,0,0
2020-10-06,10:48:32,74,0,0
2020-10-06,10:48:32,74,0,1
2020-10-06,10:48:33,1,0,1
2020-10-06,10:48:33,1,0,1
2020-10-06,10:48:33,76,0,1
2020-10-06,10:48:34,76,0,1
2020-10-06,10:48:34,1,0,1
2020-10-06,10:48:34,1,0,1
2020-10-06,10:48:35,1,0,1
2020-10-06,10:48:35,1,0,1
2020-10-06,10:48:35,8,0,1
2020-10-06,10:48:36,8,0,1
2020-10-06,10:48:36,8,0,1
2020-10-06,10:48:36,81,0,1
2020-10-06,10:48:37,81,0,1
2020-10-06,10:48:37,8,0,1
2020-10-06,10:48:37,8,0,1
2020-10-06,10:48:38,8,0,1
2020-10-06,10:48:38,0,0,1
2020-10-06,10:48:38,8,0,1
2020-10-06,10:48:39,8,0,1
2020-10-06,10:48:39,8,0,1
2020-10-06,10:48:39,8,0,1
2020-10-06,10:48:40,8,0,1
2020-10-06,10:48:40,8,0,1
2020-10-06,10:48:40,8,0,1
2020-10-06,10:48:41,8,0,1
2020-10-06,10:48:41,8,0,1
2020-10-06,10:48:41,8,0,1
2020-10-06,10:48:42,8,0,1
2020-10-06,10:48:42,8,0,1
2020-10-06,10:48:42,8,0,1
2020-10-06,10:48:43,8,0,1
2020-10-06,10:48:43,8,0,1
2020-10-06,10:48:43,8,0,1
2020-10-06,10:48:44,8,0,1
2020-10-06,10:48:44,8,0,1
2020-10-06,10:48:44,8,0,1
2020-10-06,10:48:45,8,0,1
2020-10-06,10:48:45,8,0,1
2020-10-06,10:48:45,8,0,1
2020-10-06,10:48:46,8,0,1
2020-10-06,10:48:46,8,0,1
2020-10-06,10:48:46,4,0,1
2020-10-06,10:48:47,8,0,1
2020-10-06,10:48:47,1,0,1
2020-10-06,10:48:47,1,0,1
2020-10-06,10:48:48,71,0,1
2020-10-06,10:48:48,71,0,1
2020-10-06,10:48:48,70,0,1
2020-10-06,10:48:49,19,0,1
2020-10-06,10:48:49,69,0,1
2020-10-06,10:48:49,18,0,1
2020-10-06,10:48:50,67,0,1
2020-10-06,10:48:50,,0,1
2020-10-06,10:48:50,,0,1
2020-10-06,10:48:51,,0,1
2020-10-06,10:48:51,,0,1
2020-10-06,10:48:51,,0,1
2020-10-06,10:48:52,,0,1
2020-10-06,10:48:52,,0,1
2020-10-06,10:48:52,,0,1
2020-10-06,10:48:53,,0,1
2020-10-06,10:48:53,15,0,1
2020-10-06,10:48:53,15,0,1
2020-10-06,10:48:54,,0,1
2020-10-06,10:48:54,,0,1
2020-10-06,10:48:54,,0,1
2020-10-06,10:48:55,,0,1
2020-10-06,10:48:55,,0,1
2020-10-06,10:48:55,,0,1
2020-10-06,10:48:56,,0,1
2020-10-06,10:48:56,,0,1
2020-10-06,10:48:56,,0,1
2020-10-06,10:48:57,,0,1
2020-10-06,10:48:57,,0,1
2020-10-06,10:48:57,,0,1
2020-10-06,10:48:58,,0,1
2020-10-06,10:48:58,,0,1
2020-10-06,10:48:58,,0,1
2020-10-06,10:48:59,,0,1
2020-10-06,10:48:59,,0,1
2020-10-06,10:48:59,,0,1
2020-10-06,10:49:00,,0,1
2020-10-06,10:49:00,,0,1
2020-10-06,10:49:00,,0,1
2020-10-06,10:49:01,,0,1
2020-10-06,10:49:01,,0,1
2020-10-06,10:49:01,,0,1
2020-10-06,10:49:02,,0,1
2020-10-06,10:49:02,,0,1
2020-10-06,10:49:02,,0,1
2020-10-06,10:49:03,,0,1
2020-10-06,10:49:03,,0,1
2020-10-06,10:49:03,,0,1
2020-10-06,10:49:04,,0,1
2020-10-06,10:49:04,67,0,1
2020-10-06,10:49:04,17,0,1
2020-10-06,10:49:05,17,0,1
2020-10-06,10:49:05,17,0,1
2020-10-06,10:49:05,17,0,1
2020-10-06,10:49:06,17,0,1
2020-10-06,10:49:06,17,0,1
2020-10-06,10:49:06,17,0,1
2020-10-06,10:49:07,17,0,1
2020-10-06,10:49:07,17,0,1
2020-10-06,10:49:07,17,0,1
2020-10-06,10:49:08,17,0,1
2020-10-06,10:49:08,17,0,1
2020-10-06,10:49:08,17,0,1
2020-10-06,10:49:09,18,0,1
2020-10-06,10:49:09,18,0,1
2020-10-06,10:49:09,18,0,1
2020-10-06,10:49:10,69,0,1
2020-10-06,10:49:10,69,0,1
2020-10-06,10:49:10,69,0,1
2020-10-06,10:49:11,69,0,1
2020-10-06,10:49:11,19,0,1
2020-10-06,10:49:11,70,0,1
2020-10-06,10:49:12,70,0,1
2020-10-06,10:49:12,70,0,1
2020-10-06,10:49:12,70,0,1
2020-10-06,10:49:13,70,0,1
2020-10-06,10:49:13,70,0,1
2020-10-06,10:49:13,71,0,1
2020-10-06,10:49:14,71,0,1
2020-10-06,10:49:14,71,0,1
2020-10-06,10:49:14,71,0,1
2020-10-06,10:49:15,71,0,1
2020-10-06,10:49:15,71,0,1
2020-10-06,10:49:15,,0,1
2020-10-06,10:49:16,,0,1
2020-10-06,10:49:16,,0,1
2020-10-06,10:49:16,,0,1
2020-10-06,10:49:17,,0,1
2020-10-06,10:49:17,,0,1
2020-10-06,10:49:17,,0,1
2020-10-06,10:49:18,,0,1
2020-10-06,10:49:18,19,0,1
2020-10-06,10:49:18,69,0,1
2020-10-06,10:49:19,19,0,1
2020-10-06,10:49:19,19,0,1
2020-10-06,10:49:19,19,0,1
2020-10-06,10:49:20,19,0,1
2020-10-06,10:49:20,19,0,1
2020-10-06,10:49:20,19,0,1
2020-10-06,10:49:21,19,0,1
2020-10-06,10:49:21,19,0,1
2020-10-06,10:49:21,19,0,1
2020-10-06,10:49:22,19,0,1
2020-10-06,10:49:22,19,0,1
2020-10-06,10:49:22,19,0,1
2020-10-06,10:49:23,19,0,1
2020-10-06,10:49:23,19,0,1
2020-10-06,10:49:23,19,0,1
2020-10-06,10:49:24,19,0,1
2020-10-06,10:49:24,18,0,1
2020-10-06,10:49:24,18,0,1
2020-10-06,10:49:25,18,0,1
2020-10-06,10:49:25,18,0,1
2020-10-06,10:49:25,18,0,1
2020-10-06,10:49:26,18,0,1
2020-10-06,10:49:26,18,0,1
2020-10-06,10:49:26,18,0,1
2020-10-06,10:49:27,18,0,1
2020-10-06,10:49:27,18,0,1
2020-10-06,10:49:27,17,0,1
2020-10-06,10:49:28,67,0,1
2020-10-06,10:49:28,17,0,1
2020-10-06,10:49:28,17,0,1
2020-10-06,10:49:29,11,0,1
