2020-10-0610:43:54,,1,0,1.0856497175141242,9.259058380414311,0.0,0.0
2020-10-0610:43:55,,1,0,1.1869679849340866,9.398568738229756,0.0,0.0
2020-10-0610:43:55,61,1,0,0.8036911487758944,9.383653483992466,0.0,0.0
2020-10-0610:43:55,61,1,0,0.7755178907721282,9.432994350282485,0.0,0.0
2020-10-0610:43:54,,1,0,1.2382674199623354,9.210169491525422,0.0,0.0
2020-10-0610:43:55,61,1,0,1.1616572504708096,9.38598870056497,0.0,0.0
2020-10-0610:43:55,61,1,0,0.8299058380414311,9.378681732580036,0.0,0.0
2020-10-0610:43:55,61,1,0,0.7475706214689266,9.439020715630885,0.0,0.0
2020-10-0610:43:55,,1,0,0.7143502824858757,9.448888888888888,0.0,0.0
2020-10-0610:43:55,61,1,0,0.1586440677966102,9.607758945386065,0.0,0.0
2020-10-0610:43:56,67,1,0,0.027871939736346513,9.647758945386064,0.0,0.0
2020-10-0610:43:56,,1,0,0.08045197740112996,9.800979284369115,0.0,0.0
2020-10-0610:43:56,61,1,0,0.10787193973634651,9.833295668549905,0.0,0.0
2020-10-0610:43:56,,1,0,0.07864406779661016,9.901996233521656,0.0,0.0
2020-10-0610:43:56,61,1,0,0.0,9.92406779661017,0.0,0.0
2020-10-0610:43:57,,1,0,0.02711864406779661,9.59322033898305,0.0,0.0
2020-10-0610:43:57,,1,0,0.0,9.578983050847457,0.0,0.0
2020-10-0610:43:57,61,1,0,0.0,9.685800376647835,0.0,0.0
2020-10-0610:43:57,61,1,0,0.0,9.664256120527307,0.0,0.0
2020-10-0610:43:57,,1,0,0.0,9.75005649717514,0.0,0.0
2020-10-0610:43:58,,1,0,0.0,9.100263653483992,0.0,0.0
2020-10-0610:43:58,,1,0,0.0,8.95111111111111,0.0,0.0
2020-10-0610:43:58,61,1,0,0.0,8.43487758945386,0.0,0.0
2020-10-0610:43:58,67,1,0,0.0,8.061167608286251,0.0,0.0
2020-10-0610:43:58,,1,0,0.0,7.948248587570622,0.0,0.0
2020-10-0610:43:59,67,1,0,0.0,7.907721280602636,0.0,0.0
2020-10-0610:43:59,67,1,0,0.0,7.870433145009417,0.0,0.0
2020-10-0610:43:59,61,1,0,0.0,7.813107344632769,0.0,0.0
2020-10-0610:43:59,61,1,0,0.0,7.7901318267419954,0.0,0.0
2020-10-0610:43:59,61,1,0,0.0,7.8990583804143135,0.0,0.0
2020-10-0610:44:00,61,1,0,0.0,7.93145009416196,0.0,0.0
2020-10-0610:44:00,61,1,0,0.0,7.933258003766478,0.0,0.0
2020-10-0610:44:00,617,1,0,0.0,7.869755178907721,0.0,0.0
2020-10-0610:44:00,61,1,0,0.0,7.832015065913372,0.0,0.0
2020-10-0610:44:00,,1,0,0.0,7.6489642184557445,0.0,0.0
2020-10-0610:44:01,67,1,0,0.0,7.689491525423729,0.0,0.0
2020-10-0610:44:01,67,1,0,0.0,7.689491525423729,0.0,0.0
2020-10-0610:44:01,67,1,0,0.0,7.686779661016949,0.0,0.0
2020-10-0610:44:01,67,1,0,0.0,7.692504708097928,0.0,0.0
2020-10-0610:44:01,67,1,0,0.0,7.618079096045197,0.0,0.0
2020-10-0610:44:02,67,1,0,0.0,7.610320150659132,0.0,0.0
2020-10-0610:44:02,67,1,0,0.0,7.614538606403012,0.0,0.0
2020-10-0610:44:02,67,1,0,0.0,7.604444444444444,0.0,0.0
