2020-10-15,14:49:00,,1,1
2020-10-15,14:49:00,,1,1
2020-10-15,14:49:00,,1,1
2020-10-15,14:49:01,,1,1
2020-10-15,14:49:01,,1,1
2020-10-15,14:49:01,,1,1
2020-10-15,14:49:01,,1,1
2020-10-15,14:49:01,,1,1
2020-10-15,14:49:01,,1,1
2020-10-15,14:49:01,,1,1
2020-10-15,14:49:01,,1,1
2020-10-15,14:49:01,,1,1
2020-10-15,14:49:01,,1,1
2020-10-15,14:49:01,,1,1
2020-10-15,14:49:02,,1,1
2020-10-15,14:49:02,,1,1
2020-10-15,14:49:02,,1,1
2020-10-15,14:49:02,,1,1
2020-10-15,14:49:02,,1,1
2020-10-15,14:49:02,,1,1
2020-10-15,14:49:02,,1,1
2020-10-15,14:49:02,,1,1
2020-10-15,14:49:02,,1,1
2020-10-15,14:49:02,,1,1
2020-10-15,14:49:02,,1,1
2020-10-15,14:49:03,,1,1
2020-10-15,14:49:03,,1,1
2020-10-15,14:49:03,67,1,1
2020-10-15,14:49:03,69,1,1
2020-10-15,14:49:03,707,1,1
2020-10-15,14:49:03,707,1,1
2020-10-15,14:49:03,707,1,1
2020-10-15,14:49:03,707,1,1
2020-10-15,14:49:03,707,1,1
2020-10-15,14:49:03,707,1,1
2020-10-15,14:49:03,707,1,1
2020-10-15,14:49:04,707,1,1
2020-10-15,14:49:04,707,1,1
2020-10-15,14:49:04,707,1,1
2020-10-15,14:49:04,707,1,1
2020-10-15,14:49:04,707,1,1
2020-10-15,14:49:04,72,1,1
2020-10-15,14:49:04,79,1,1
2020-10-15,14:49:04,76,1,1
2020-10-15,14:49:04,77,1,1
2020-10-15,14:49:04,77,1,1
2020-10-15,14:49:04,77,1,1
2020-10-15,14:49:05,71,1,1
2020-10-15,14:49:05,77,1,1
2020-10-15,14:49:05,72,1,1
2020-10-15,14:49:05,72,1,1
2020-10-15,14:49:05,73,1,1
2020-10-15,14:49:05,73,1,1
2020-10-15,14:49:05,73,1,1
